x,y,U,V,uu,vv,uv
0.8,0.93024,1.9516,-0.00094147,0.013291,0.0073772,0.0015817
0.8,0.9651,1.9567,-0.00040613,0.012254,0.0075936,0.00091202
0.8,1,1.9572,0,0.01218,0.0076467,0
0.825,0,2.5027e-15,5.06e-19,1.2743e-27,1.7698e-32,-5.3884e-32
0.825,0.00060917,-0.00010867,1.3805e-06,7.1509e-06,1.175e-09,-3.7829e-09
0.825,0.0024359,-0.00022732,1.5372e-05,4.7119e-05,1.6599e-07,-7.6223e-08
0.825,0.0054781,-0.00027509,5.5759e-05,7.7806e-05,1.9366e-06,-2.5887e-07
0.825,0.0097319,-0.00030416,0.00011721,8.9821e-05,8.8373e-06,-1.237e-06
0.825,0.015192,-0.00033736,0.00021709,0.00010573,2.7004e-05,-5.1476e-06
0.825,0.021852,-0.00039852,0.00036752,0.00014649,6.8502e-05,-1.8842e-05
0.825,0.029704,-0.00052919,0.00064342,0.00029711,0.00014732,-4.4135e-05
0.825,0.038738,-0.0018523,0.00063999,0.0027343,0.00076232,0.00030566
0.825,0.048943,-0.015605,-0.012929,0.029054,0.0054438,0.0048728
0.825,0.060307,0.10235,0.00028977,0.071511,0.011943,0.0091044
0.825,0.072816,0.30852,0.019749,0.10506,0.018548,0.01369
0.825,0.086455,0.54772,0.028572,0.10397,0.021434,0.018904
0.825,0.10121,0.76417,0.024429,0.086219,0.020242,0.019468
0.825,0.11705,0.9209,0.015185,0.071459,0.020453,0.017519
0.825,0.13397,1.0123,0.0066129,0.064484,0.020415,0.015923
0.825,0.15195,1.0761,0.0043662,0.064923,0.022365,0.017245
0.825,0.17096,1.1322,0.0014096,0.066984,0.022595,0.018622
0.825,0.19098,1.1902,0.00096447,0.06571,0.021288,0.017712
0.825,0.21199,1.2419,0.0021508,0.066106,0.020522,0.015879
0.825,0.23396,1.2872,0.0038209,0.064466,0.019663,0.0146
0.825,0.25686,1.3357,0.0016835,0.061618,0.019546,0.014256
0.825,0.28066,1.3793,-4.7493e-05,0.058805,0.019921,0.014012
0.825,0.30534,1.4165,-0.0037574,0.055761,0.019944,0.015055
0.825,0.33087,1.4506,-0.0037908,0.052062,0.020001,0.015064
0.825,0.35721,1.4853,-0.0066395,0.049801,0.02039,0.014516
0.825,0.38434,1.5152,-0.0076442,0.048369,0.01955,0.01383
0.825,0.41221,1.5452,-0.0057092,0.04639,0.018106,0.012772
0.825,0.44081,1.5703,-0.0039792,0.044567,0.017262,0.012239
0.825,0.47008,1.6038,-0.0040321,0.042249,0.016417,0.011523
0.825,0.5,1.6375,-0.0029064,0.039002,0.015481,0.010683
0.825,0.53053,1.668,-0.0044378,0.036098,0.015092,0.010513
0.825,0.56163,1.7,-0.0076622,0.033741,0.014793,0.010235
0.825,0.59326,1.7332,-0.0090861,0.031157,0.014225,0.0095919
0.825,0.62539,1.7626,-0.0084974,0.028902,0.013163,0.0082888
0.825,0.65798,1.7902,-0.0085842,0.027751,0.012245,0.0076827
0.825,0.69098,1.8159,-0.0073548,0.026813,0.01147,0.006792
0.825,0.72436,1.843,-0.0052287,0.024082,0.010477,0.0057786
0.825,0.75808,1.8704,-0.0031718,0.021033,0.0099851,0.0047622
0.825,0.79209,1.8934,-0.002153,0.01921,0.0092172,0.0041561
0.825,0.82635,1.9144,-0.0024111,0.016356,0.008642,0.0033821
0.825,0.86083,1.9299,-0.0021629,0.015288,0.0079958,0.0026845
0.825,0.89547,1.9425,-0.00036419,0.014061,0.0073011,0.0022389
0.825,0.93024,1.9515,0.00025151,0.013237,0.0073501,0.0015894
0.825,0.9651,1.9565,0.00036871,0.012201,0.0076165,0.00085508
0.825,1,1.9572,0,0.011996,0.0076681,0
0.85,0,2.5121e-15,-1.947e-18,1.2733e-27,1.7929e-32,-1.5816e-32
0.85,0.00060917,-5.6506e-05,1.7911e-06,7.9125e-06,1.4489e-09,9.1164e-09
0.85,0.0024359,-9.9938e-05,2.4524e-05,5.2578e-05,2.0215e-07,3.1006e-07
0.85,0.0054781,-0.00011325,7.815e-05,8.7173e-05,2.3498e-06,1.4453e-06
0.85,0.0097319,-0.00012904,0.00017932,9.996e-05,1.0848e-05,3.3877e-06
0.85,0.015192,-0.00011889,0.00029968,0.00011479,3.4794e-05,7.1643e-06
0.85,0.021852,-0.00014217,0.00051041,0.00014846,0.00010167,1.7564e-05
0.85,0.029704,-0.00013327,0.0007504,0.00027586,0.00033402,7.2402e-05
0.85,0.038738,-0.010829,0.0059546,0.0053873,0.0012378,-8.2745e-05
0.85,0.048943,0.042512,0.0086259,0.019966,0.0047201,0.00211
0.85,0.060307,0.18958,0.012431,0.047212,0.012357,0.0082681
0.85,0.072816,0.3713,0.017383,0.081824,0.019995,0.016117
0.85,0.086455,0.56881,0.018145,0.095104,0.021877,0.020551
0.85,0.10121,0.75847,0.018861,0.088257,0.020369,0.01927
0.85,0.11705,0.9128,0.014146,0.071676,0.020715,0.017209
0.85,0.13397,1.0098,0.007936,0.063281,0.021152,0.015554
0.85,0.15195,1.0754,0.0039847,0.063853,0.021585,0.016636
0.85,0.17096,1.1297,0.0039871,0.06702,0.022413,0.017639
0.85,0.19098,1.1882,0.002485,0.064602,0.022539,0.018017
0.85,0.21199,1.2435,0.0031627,0.065601,0.021452,0.01684
0.85,0.23396,1.2907,0.0032092,0.06447,0.019722,0.014858
0.85,0.25686,1.3359,0.0021784,0.061589,0.019103,0.01484
0.85,0.28066,1.3794,-0.0014912,0.057886,0.020281,0.015032
0.85,0.30534,1.4165,-0.0045948,0.056139,0.020287,0.015637
0.85,0.33087,1.4513,-0.0063991,0.052678,0.019316,0.015308
0.85,0.35721,1.4852,-0.0072178,0.050997,0.019067,0.014217
0.85,0.38434,1.5178,-0.00694,0.047396,0.019297,0.013358
0.85,0.41221,1.5467,-0.0032334,0.045225,0.018634,0.01272
0.85,0.44081,1.5708,-0.0024004,0.044498,0.017614,0.01244
0.85,0.47008,1.6034,-0.0034222,0.041637,0.016657,0.011359
0.85,0.5,1.6351,-0.0028471,0.039362,0.015585,0.010469
0.85,0.53053,1.6656,-0.0038787,0.037508,0.014515,0.010297
0.85,0.56163,1.697,-0.0077241,0.034627,0.014157,0.010194
0.85,0.59326,1.7312,-0.010156,0.031311,0.01418,0.0097313
0.85,0.62539,1.7607,-0.0096653,0.029259,0.013766,0.0088726
0.85,0.65798,1.7879,-0.0085903,0.028601,0.012617,0.0081907
0.85,0.69098,1.8157,-0.007231,0.0273,0.01157,0.0073154
0.85,0.72436,1.8424,-0.006248,0.02475,0.011181,0.0066339
0.85,0.75808,1.8695,-0.0052775,0.021353,0.010216,0.0051207
0.85,0.79209,1.8939,-0.0032177,0.019087,0.0093666,0.0042134
0.85,0.82635,1.9143,-0.0028988,0.016399,0.0084637,0.0032211
0.85,0.86083,1.931,-0.0022882,0.015087,0.0079969,0.0026832
0.85,0.89547,1.9438,-0.00012935,0.013959,0.007578,0.0019906
0.85,0.93024,1.9522,0.0013702,0.013153,0.0075805,0.0013638
0.85,0.9651,1.9561,0.0004505,0.012159,0.0072862,0.00080036
0.85,1,1.9575,0,0.01175,0.0072261,0
0.875,0,2.5266e-15,-1.6925e-18,1.2738e-27,1.7468e-32,-1.2576e-31
0.875,0.00060917,3.4358e-05,2.6847e-06,8.2553e-06,1.2274e-09,-1.8756e-08
0.875,0.0024359,0.00013104,2.713e-05,5.4618e-05,1.732e-07,-5.4663e-07
0.875,0.0054781,0.00018611,9.4583e-05,9.0393e-05,2.0324e-06,-2.3532e-06
0.875,0.0097319,0.00020637,0.00019558,0.00010454,9.2245e-06,-5.6988e-06
0.875,0.015192,0.0001954,0.00034299,0.00012337,2.7855e-05,-1.1703e-05
0.875,0.021852,0.00020303,0.00051666,0.00016815,6.9931e-05,-2.4012e-05
0.875,0.029704,0.00020248,0.00077829,0.0003037,0.00016546,-4.9804e-05
0.875,0.038738,0.00058018,0.00096118,0.0018105,0.0004752,-2.804e-06
0.875,0.048943,0.096045,-0.0010716,0.017495,0.0049363,0.0041061
0.875,0.060307,0.25874,0.00089382,0.035607,0.013791,0.011081
0.875,0.072816,0.41835,0.0028484,0.0669,0.020346,0.018714
0.875,0.086455,0.59113,0.0039927,0.084278,0.023326,0.023606
0.875,0.10121,0.75744,0.0053285,0.088846,0.022317,0.023576
0.875,0.11705,0.90404,0.003698,0.077435,0.021494,0.019339
0.875,0.13397,1.0077,0.0012746,0.064517,0.02194,0.017669
0.875,0.15195,1.0763,0.00018782,0.064009,0.023228,0.017085
0.875,0.17096,1.1326,0.0037804,0.066091,0.023113,0.017627
0.875,0.19098,1.1914,0.0048746,0.065347,0.023087,0.017942
0.875,0.21199,1.2445,0.0039741,0.064224,0.022478,0.017956
0.875,0.23396,1.2913,0.0011135,0.06413,0.021928,0.01703
0.875,0.25686,1.3336,-0.00010306,0.061999,0.020679,0.016234
0.875,0.28066,1.377,-0.0042781,0.057809,0.0202,0.016065
0.875,0.30534,1.416,-0.0055904,0.054836,0.019192,0.014992
0.875,0.33087,1.4511,-0.0045997,0.051851,0.018315,0.014422
0.875,0.35721,1.4859,-0.0051991,0.050816,0.017685,0.013555
0.875,0.38434,1.5182,-0.0057485,0.046878,0.017651,0.012606
0.875,0.41221,1.5497,-0.0049508,0.044164,0.018132,0.012522
0.875,0.44081,1.5718,-0.0041798,0.044241,0.017763,0.012693
0.875,0.47008,1.6019,-0.0039649,0.041453,0.016315,0.011597
0.875,0.5,1.6334,-0.0051265,0.03953,0.015509,0.010476
0.875,0.53053,1.6642,-0.0048891,0.038108,0.014628,0.010242
0.875,0.56163,1.6951,-0.0071171,0.034663,0.014098,0.010157
0.875,0.59326,1.7291,-0.0099925,0.031554,0.014132,0.010019
0.875,0.62539,1.7589,-0.010499,0.029574,0.013953,0.0095762
0.875,0.65798,1.7871,-0.0092517,0.029158,0.012733,0.008789
0.875,0.69098,1.8156,-0.0075657,0.027371,0.011824,0.0078141
0.875,0.72436,1.8419,-0.0057924,0.024361,0.011149,0.0065858
0.875,0.75808,1.8684,-0.0053341,0.021686,0.010189,0.0052894
0.875,0.79209,1.8934,-0.0037538,0.019062,0.0094654,0.0041784
0.875,0.82635,1.9148,-0.0029104,0.016672,0.0085909,0.0033208
0.875,0.86083,1.9329,-0.0022695,0.015161,0.0083265,0.002815
0.875,0.89547,1.9453,-0.00069983,0.013542,0.0079466,0.0020056
0.875,0.93024,1.9532,0.0015819,0.012927,0.0077153,0.0010277
0.875,0.9651,1.9565,0.00067138,0.012242,0.007404,0.00060832
0.875,1,1.9573,0,0.011724,0.0072327,0
0.9,0,2.5591e-15,-6.1128e-18,1.2744e-27,1.6635e-32,-1.1347e-31
0.9,0.00060917,0.00015571,2.4163e-06,7.0035e-06,1.7632e-09,-2.536e-09
0.9,0.0024359,0.00042018,1.7601e-05,4.674e-05,2.4639e-07,-3.0559e-08
0.9,0.0054781,0.00055824,6.346e-05,7.7519e-05,2.8953e-06,5.32e-08
0.9,0.0097319,0.00060812,0.00011549,8.7628e-05,1.3412e-05,3.3114e-07
0.9,0.015192,0.00066024,0.00021944,9.6677e-05,4.3275e-05,1.3429e-06
0.9,0.021852,0.00076268,0.00029526,0.0001149,0.00012639,6.3641e-06
0.9,0.029704,0.00095211,0.00049059,0.00018007,0.00041325,3.9617e-05
0.9,0.038738,0.0016242,-0.00025549,0.0023735,0.0015918,0.00066171
0.9,0.048943,0.087777,-0.027918,0.01825,0.0050488,0.0055875
0.9,0.060307,0.30139,-0.036477,0.032408,0.013339,0.010596
0.9,0.072816,0.46256,-0.021828,0.052976,0.019958,0.018495
0.9,0.086455,0.61247,-0.0090428,0.074319,0.02244,0.022689
0.9,0.10121,0.76531,-0.00085113,0.082497,0.022387,0.022998
0.9,0.11705,0.90055,0.0035,0.078408,0.0217,0.021103
0.9,0.13397,1.0031,0.0030061,0.068697,0.022244,0.017988
0.9,0.15195,1.0795,0.0013679,0.063299,0.023234,0.017661
0.9,0.17096,1.1385,0.0047766,0.064788,0.023868,0.017867
0.9,0.19098,1.1931,0.0084063,0.065019,0.023868,0.018739
0.9,0.21199,1.244,0.0049332,0.065487,0.024065,0.019099
0.9,0.23396,1.2896,0.0028991,0.065527,0.022974,0.018561
0.9,0.25686,1.3326,4.7654e-06,0.06294,0.021068,0.016422
0.9,0.28066,1.3749,-0.0021705,0.057616,0.019738,0.01521
0.9,0.30534,1.4146,-0.0038523,0.054046,0.018895,0.014252
0.9,0.33087,1.4522,-0.0035902,0.050755,0.018112,0.013139
0.9,0.35721,1.4874,-0.0027187,0.048835,0.01753,0.012596
0.9,0.38434,1.5167,-0.0031631,0.046893,0.017541,0.012764
0.9,0.41221,1.5505,-0.0056296,0.044174,0.017355,0.012579
0.9,0.44081,1.5765,-0.0054072,0.04352,0.017382,0.012272
0.9,0.47008,1.6024,-0.005391,0.04113,0.016683,0.011682
0.9,0.5,1.6325,-0.0056493,0.039414,0.015787,0.011111
0.9,0.53053,1.6638,-0.0052819,0.037669,0.014773,0.010335
0.9,0.56163,1.6962,-0.0070526,0.034468,0.01436,0.01012
0.9,0.59326,1.7279,-0.009678,0.03153,0.013987,0.010238
0.9,0.62539,1.7579,-0.0098473,0.029763,0.013487,0.0096327
0.9,0.65798,1.7874,-0.0090079,0.028902,0.012841,0.0089369
0.9,0.69098,1.8149,-0.0069361,0.027199,0.012132,0.007973
0.9,0.72436,1.8416,-0.0054993,0.024141,0.011418,0.0066509
0.9,0.75808,1.8674,-0.0048363,0.021926,0.010373,0.0054477
0.9,0.79209,1.8921,-0.00384,0.019254,0.009978,0.0044967
0.9,0.82635,1.9152,-0.0032811,0.017041,0.0094077,0.0037553
0.9,0.86083,1.9342,-0.0028147,0.015112,0.0087479,0.0029361
0.9,0.89547,1.9464,-0.0015062,0.013276,0.0080912,0.001946
0.9,0.93024,1.9534,-0.0004014,0.012721,0.0080595,0.00084838
0.9,0.9651,1.9573,-0.0012428,0.012292,0.0080758,0.00036601
0.9,1,1.9581,0,0.011573,0.0078692,0
0.925,0,2.5797e-15,2.4462e-19,1.2751e-27,1.6828e-32,-7.4239e-32
0.925,0.00060917,0.00021051,-3.3913e-07,7.2993e-06,1.0054e-09,-5.9832e-09
0.925,0.0024359,0.00051903,2.7518e-06,4.909e-05,1.3857e-07,-1.5245e-07
0.925,0.0054781,0.00068653,-2.0744e-05,8.2509e-05,1.6167e-06,-6.3525e-07
0.925,0.0097319,0.00071797,-1.3964e-05,9.6463e-05,7.1144e-06,-1.4705e-06
0.925,0.015192,0.00079324,-8.7258e-05,0.00011477,2.0679e-05,-2.6057e-06
0.925,0.021852,0.0008491,-2.5334e-05,0.00015995,4.7387e-05,-1.4094e-06
0.925,0.029704,0.0010736,-9.8851e-05,0.00028961,0.00010264,2.139e-05
0.925,0.038738,0.0009728,0.00026751,0.0017029,0.00031979,0.00012301
0.925,0.048943,-0.0026558,-0.0017305,0.019913,0.0014858,0.00033681
0.925,0.060307,0.28203,-0.0069663,0.048755,0.0067455,0.0061446
0.925,0.072816,0.49031,-0.022663,0.050357,0.01815,0.015578
0.925,0.086455,0.6333,-0.020396,0.066315,0.023769,0.022059
0.925,0.10121,0.77705,-0.012239,0.075503,0.022914,0.023167
0.925,0.11705,0.90096,-0.0046175,0.07623,0.021489,0.022175
0.925,0.13397,1.0034,0.0019226,0.071662,0.022513,0.019256
0.925,0.15195,1.0817,0.005143,0.066349,0.02374,0.018829
0.925,0.17096,1.1438,0.0059576,0.064591,0.023684,0.018855
0.925,0.19098,1.1939,0.0098501,0.066138,0.023379,0.019062
0.925,0.21199,1.2433,0.0092167,0.067403,0.023243,0.019573
0.925,0.23396,1.2895,0.0044233,0.067622,0.022934,0.019509
0.925,0.25686,1.3332,0.002419,0.062907,0.02101,0.017344
0.925,0.28066,1.3745,-0.0023098,0.057942,0.020034,0.015249
0.925,0.30534,1.4159,-0.001472,0.05341,0.019473,0.013532
0.925,0.33087,1.4512,-0.00091586,0.049465,0.018958,0.01261
0.925,0.35721,1.4864,-0.0029523,0.048302,0.018375,0.012737
0.925,0.38434,1.5155,-0.0053946,0.047648,0.018108,0.013154
0.925,0.41221,1.5496,-0.0054464,0.044881,0.017101,0.01245
0.925,0.44081,1.5779,-0.0056449,0.044132,0.01674,0.011394
0.925,0.47008,1.6038,-0.0056348,0.04185,0.01665,0.011734
0.925,0.5,1.632,-0.0062456,0.039682,0.016089,0.011392
0.925,0.53053,1.6642,-0.0044487,0.037855,0.014622,0.010371
0.925,0.56163,1.6946,-0.006514,0.035664,0.013941,0.010007
0.925,0.59326,1.7273,-0.0086524,0.031797,0.013621,0.0093521
0.925,0.62539,1.7563,-0.010006,0.030043,0.013455,0.0095017
0.925,0.65798,1.7879,-0.0087524,0.028061,0.013231,0.0091597
0.925,0.69098,1.8147,-0.0066635,0.026862,0.012594,0.0081702
0.925,0.72436,1.8408,-0.0046796,0.024573,0.01175,0.0071225
0.925,0.75808,1.8668,-0.0047578,0.022073,0.010688,0.0056234
0.925,0.79209,1.8914,-0.0039217,0.019613,0.010244,0.0047114
0.925,0.82635,1.9146,-0.0031337,0.017536,0.0098759,0.0039754
0.925,0.86083,1.9348,-0.0025295,0.015137,0.0092418,0.0029396
0.925,0.89547,1.946,-0.0021071,0.013286,0.0087622,0.0019313
0.925,0.93024,1.9537,-0.0018578,0.012754,0.0085971,0.00098752
0.925,0.9651,1.9575,-0.0016418,0.01228,0.0087664,0.00034071
0.925,1,1.9594,0,0.011376,0.0088126,0
0.95,0,2.6182e-15,2.452e-18,1.2756e-27,1.699e-32,7.7766e-32
0.95,0.00060917,0.00016451,-1.2064e-06,5.8207e-06,1.5358e-09,3.6508e-09
0.95,0.0024359,0.00034439,-2.2288e-05,3.8627e-05,2.188e-07,1.0807e-07
0.95,0.0054781,0.00042064,-8.6391e-05,6.3804e-05,2.5723e-06,3.9311e-07
0.95,0.0097319,0.00044322,-0.00019125,7.1994e-05,1.2107e-05,6.6332e-07
0.95,0.015192,0.00047298,-0.00035086,7.9949e-05,3.9838e-05,9.9113e-07
0.95,0.021852,0.00052748,-0.00058821,9.7464e-05,0.00012253,3.9078e-06
0.95,0.029704,0.00058414,-0.0010752,0.00018535,0.00042748,3.6655e-05
0.95,0.038738,0.0013603,-0.0021561,0.0020953,0.0028761,-0.00037064
0.95,0.048943,-0.015815,0.01842,0.029524,0.010207,0.00054451
0.95,0.060307,0.2168,-0.051693,0.048858,0.013605,0.019674
0.95,0.072816,0.48132,-0.068589,0.049846,0.022079,0.020355
0.95,0.086455,0.65953,-0.046306,0.058308,0.024633,0.021638
0.95,0.10121,0.79548,-0.022972,0.068691,0.023742,0.021958
0.95,0.11705,0.90973,-0.0069763,0.07248,0.022478,0.020988
0.95,0.13397,1.007,-0.00084673,0.070398,0.021934,0.019649
0.95,0.15195,1.0791,0.0044401,0.06716,0.021933,0.018295
0.95,0.17096,1.1429,0.0058979,0.064941,0.02316,0.018382
0.95,0.19098,1.1943,0.0064127,0.06589,0.024104,0.019428
0.95,0.21199,1.2425,0.0067119,0.066944,0.024589,0.019688
0.95,0.23396,1.29,0.005241,0.06718,0.02245,0.018469
0.95,0.25686,1.3308,0.002709,0.06271,0.02105,0.017436
0.95,0.28066,1.3735,-0.0012184,0.058929,0.020274,0.015575
0.95,0.30534,1.4155,-0.0022711,0.053415,0.019649,0.01463
0.95,0.33087,1.4506,-0.0031652,0.049239,0.019589,0.013677
0.95,0.35721,1.4834,-0.0030782,0.048207,0.018198,0.013266
0.95,0.38434,1.5139,-0.0043772,0.047801,0.018406,0.012924
0.95,0.41221,1.5461,-0.0061275,0.046158,0.017773,0.012651
0.95,0.44081,1.5767,-0.007028,0.045051,0.016925,0.011634
0.95,0.47008,1.6039,-0.0084646,0.042383,0.017595,0.011818
0.95,0.5,1.6332,-0.0070855,0.039874,0.016312,0.011671
0.95,0.53053,1.6638,-0.0055271,0.038127,0.014798,0.010083
0.95,0.56163,1.6947,-0.0057296,0.035734,0.013542,0.009637
0.95,0.59326,1.7267,-0.0078346,0.03212,0.013826,0.0090945
0.95,0.62539,1.756,-0.0091946,0.030368,0.013884,0.0096032
0.95,0.65798,1.7867,-0.0094191,0.027844,0.013458,0.0096013
0.95,0.69098,1.8143,-0.0087874,0.026433,0.013196,0.0088171
0.95,0.72436,1.8394,-0.0052469,0.024428,0.012213,0.0072258
0.95,0.75808,1.8668,-0.0043673,0.021975,0.01104,0.0057069
0.95,0.79209,1.8914,-0.0039869,0.019613,0.010553,0.004889
0.95,0.82635,1.9149,-0.0025555,0.017633,0.010009,0.0041351
0.95,0.86083,1.9344,-0.0016201,0.015575,0.0094289,0.0030589
0.95,0.89547,1.9461,-0.001607,0.013735,0.0091156,0.002224
0.95,0.93024,1.9532,-0.0019072,0.013122,0.0090189,0.001169
0.95,0.9651,1.958,-0.0016165,0.012339,0.0090949,0.00055267
0.95,1,1.9597,0,0.011699,0.0092591,0
0.975,0,2.6363e-15,3.1533e-18,1.2758e-27,1.7522e-32,2.4491e-31
0.975,0.00060917,4.1187e-05,-1.7537e-06,6.5798e-06,7.129e-10,-8.9042e-11
0.975,0.0024359,1.2743e-05,-3.317e-05,4.3581e-05,1.0302e-07,3.9843e-08
0.975,0.0054781,-7.9436e-06,-8.5012e-05,7.1989e-05,1.1925e-06,2.3873e-07
0.975,0.0097319,-1.218e-05,-0.00022014,8.2599e-05,5.3959e-06,4.056e-07
0.975,0.015192,-5.3678e-05,-0.00031466,9.621e-05,1.5498e-05,2.5228e-07
0.975,0.021852,-3.3464e-05,-0.00059657,0.00012989,3.5903e-05,6.401e-08
0.975,0.029704,-0.00021449,-0.00070682,0.00025348,6.989e-05,6.5858e-06
0.975,0.038738,-0.00044278,-0.0011527,0.0018001,0.00014788,7.318e-05
0.975,0.048943,-0.00084349,-0.00035106,0.019243,0.00054702,0.00014792
0.975,0.060307,0.021697,-0.036844,0.12245,0.0068904,0.01738
0.975,0.072816,0.48598,-0.035857,0.092363,0.011515,0.012877
0.975,0.086455,0.70333,-0.027422,0.06182,0.019048,0.015866
0.975,0.10121,0.81887,-0.011862,0.064758,0.021211,0.017944
0.975,0.11705,0.91997,-0.003177,0.069284,0.022531,0.01898
0.975,0.13397,1.0086,0.00038227,0.068902,0.021779,0.018457
0.975,0.15195,1.0767,0.0038321,0.066576,0.021276,0.018281
0.975,0.17096,1.1396,0.0029497,0.065896,0.021805,0.01834
0.975,0.19098,1.1946,0.0039801,0.066029,0.02312,0.017485
0.975,0.21199,1.2394,0.0072679,0.066353,0.023969,0.017907
0.975,0.23396,1.2838,0.0044841,0.066085,0.022748,0.017533
0.975,0.25686,1.3287,-0.0006233,0.062438,0.020954,0.016731
0.975,0.28066,1.3717,-0.0017584,0.059701,0.020272,0.016069
0.975,0.30534,1.4117,-0.0029271,0.054343,0.019325,0.014798
0.975,0.33087,1.4486,-0.0028159,0.050458,0.018325,0.013464
0.975,0.35721,1.4804,-0.0030989,0.049524,0.018034,0.013516
0.975,0.38434,1.5105,-0.0032701,0.048624,0.017306,0.012815
0.975,0.41221,1.5411,-0.0049466,0.046423,0.017138,0.012128
0.975,0.44081,1.5738,-0.0072645,0.045453,0.016191,0.011639
0.975,0.47008,1.6036,-0.0082378,0.042813,0.016172,0.011637
0.975,0.5,1.6325,-0.0068023,0.040035,0.015711,0.011166
0.975,0.53053,1.663,-0.0061014,0.038433,0.014864,0.010377
0.975,0.56163,1.6942,-0.0058861,0.035559,0.014356,0.0097576
0.975,0.59326,1.7252,-0.0074021,0.032909,0.014143,0.0095807
0.975,0.62539,1.7548,-0.009223,0.031367,0.014364,0.0098925
0.975,0.65798,1.786,-0.011369,0.028125,0.014258,0.0099857
0.975,0.69098,1.8136,-0.0089048,0.026086,0.013298,0.0090186
0.975,0.72436,1.8398,-0.0052652,0.023699,0.012141,0.0070421
0.975,0.75808,1.866,-0.0035961,0.021696,0.01114,0.0059978
0.975,0.79209,1.8912,-0.0033076,0.019748,0.010509,0.0052446
0.975,0.82635,1.9156,-0.0027764,0.017445,0.0099905,0.0042527
0.975,0.86083,1.9342,-0.0021595,0.016106,0.0096055,0.0032036
0.975,0.89547,1.9459,-0.0021875,0.014326,0.0088708,0.0025011
0.975,0.93024,1.9525,-0.0019391,0.013446,0.0085292,0.0014381
0.975,0.9651,1.9588,-0.0015087,0.012481,0.0086552,0.0005362
0.975,1,1.9605,0,0.011737,0.0087196,0
1,0,2.6335e-15,6.4241e-18,1.2774e-27,1.6572e-32,1.4716e-31
1,0.00060917,-9.3913e-05,-2.5053e-06,5.671e-06,9.7039e-10,5.6836e-09
1,0.0024359,-0.00024881,-2.0347e-05,3.7985e-05,1.3565e-07,2.1064e-07
1,0.0054781,-0.00031832,-6.596e-05,6.2953e-05,1.5902e-06,1.0512e-06
1,0.0097319,-0.00035614,-0.00013169,7.0356e-05,7.2578e-06,2.4977e-06
1,0.015192,-0.00037275,-0.00023328,7.5685e-05,2.2513e-05,5.2149e-06
1,0.021852,-0.00049534,-0.00035925,8.6278e-05,5.9914e-05,1.3119e-05
1,0.029704,-0.00065088,-0.00062297,0.00014978,0.00015737,4.9035e-05
1,0.038738,-0.0014115,-0.00090549,0.0017741,0.00044466,0.00019195
1,0.048943,-0.017315,0.00074854,0.025644,0.0027488,-0.00083699
1,0.060307,0.11548,-0.010394,0.075132,0.0090201,0.010727
1,0.072816,0.42,0.009326,0.095884,0.013851,0.018396
1,0.086455,0.67891,0.015603,0.079843,0.016955,0.017727
1,0.10121,0.81821,0.011262,0.069107,0.019753,0.016519
1,0.11705,0.9206,0.0091427,0.068132,0.021794,0.017205
1,0.13397,1.0048,0.009433,0.068456,0.022454,0.017195
1,0.15195,1.0764,0.0076966,0.066365,0.021888,0.017839
1,0.17096,1.1343,0.0069894,0.06536,0.021285,0.017357
1,0.19098,1.1869,0.0043883,0.065647,0.02216,0.017313
1,0.21199,1.2357,0.0017271,0.065628,0.022956,0.017469
1,0.23396,1.2796,0.0014254,0.064642,0.022167,0.017053
1,0.25686,1.3253,0.0014573,0.063051,0.020878,0.016214
1,0.28066,1.3698,-5.9085e-05,0.059139,0.019155,0.014955
1,0.30534,1.4095,-0.0014774,0.055179,0.018507,0.013739
1,0.33087,1.4475,-0.0033576,0.052059,0.017774,0.013454
1,0.35721,1.4784,-0.0045229,0.051048,0.017125,0.013786
1,0.38434,1.5081,-0.0063304,0.04994,0.017289,0.01283
1,0.41221,1.5382,-0.0062255,0.048319,0.016969,0.012075
1,0.44081,1.5708,-0.0065068,0.045749,0.015979,0.011308
1,0.47008,1.6019,-0.0061925,0.043886,0.015276,0.010754
1,0.5,1.6314,-0.0057659,0.040804,0.015058,0.010803
1,0.53053,1.6613,-0.0060559,0.038989,0.015141,0.011259
1,0.56163,1.6925,-0.00731,0.035931,0.015065,0.010672
1,0.59326,1.7232,-0.0087686,0.03397,0.014851,0.01022
1,0.62539,1.7536,-0.010357,0.032073,0.014908,0.010195
1,0.65798,1.7863,-0.01042,0.028568,0.014354,0.0097376
1,0.69098,1.8138,-0.0073953,0.025633,0.012896,0.008441
1,0.72436,1.8402,-0.0057267,0.02331,0.01195,0.0067931
1,0.75808,1.8665,-0.0035287,0.021025,0.010826,0.0056221
1,0.79209,1.8921,-0.002149,0.019244,0.009739,0.0049676
1,0.82635,1.9144,-0.0021356,0.017783,0.0091885,0.004518
1,0.86083,1.9334,-0.0035745,0.016403,0.0092121,0.0033647
1,0.89547,1.9461,-0.0033404,0.01448,0.0088404,0.0022831
1,0.93024,1.9524,-0.0022431,0.013241,0.0083915,0.0016076
1,0.9651,1.9594,-0.0013637,0.012106,0.0084909,0.00075955
1,1,1.9614,0,0.011639,0.0086485,0
1.025,0,2.6296e-15,3.9566e-18,1.2792e-27,1.7455e-32,1.1271e-31
