x,dist
1.5593,0.029716
1.5626,0.029716
1.5659,0.030874
1.5693,0.033044
1.5726,0.036102
1.5759,0.039839
1.5793,0.043832
1.5826,0.047697
1.5859,0.050953
1.5893,0.0533
1.5926,0.054511
1.5959,0.054407
1.5993,0.053241
1.6026,0.051263
1.6059,0.048878
1.6093,0.046594
1.6126,0.044811
1.6159,0.043943
1.6192,0.04404
1.6226,0.04507
1.6259,0.046844
1.6292,0.048893
1.6326,0.050798
1.6359,0.052053
1.6392,0.052368
1.6426,0.05158
1.6459,0.049571
1.6492,0.04668
1.6526,0.043221
1.6559,0.039636
1.6592,0.036412
1.6626,0.033929
1.6659,0.032593
1.6692,0.032438
1.6726,0.033469
1.6759,0.03562
1.6792,0.038509
1.6826,0.041815
1.6859,0.045164
1.6892,0.048181
1.6925,0.050605
1.6959,0.052129
1.6992,0.052719
1.7025,0.052355
1.7059,0.051064
1.7092,0.049136
1.7125,0.046827
1.7159,0.044467
1.7192,0.04241
1.7225,0.040949
1.7259,0.040421
1.7292,0.040844
1.7325,0.042215
1.7359,0.044433
1.7392,0.047092
1.7425,0.049829
1.7459,0.052163
1.7492,0.053735
1.7525,0.054292
1.7559,0.05359
1.7592,0.05185
1.7625,0.049324
1.7658,0.046368
1.7692,0.043515
1.7725,0.041169
1.7758,0.039782
1.7792,0.039417
1.7825,0.040065
1.7858,0.041586
1.7892,0.043544
1.7925,0.045588
1.7958,0.047295
1.7992,0.048477
1.8025,0.049071
1.8058,0.049125
1.8092,0.048993
1.8125,0.048999
1.8158,0.049575
1.8192,0.050951
1.8225,0.053231
1.8258,0.056422
1.8292,0.060163
1.8325,0.064077
1.8358,0.067653
1.8391,0.070469
1.8425,0.072295
1.8458,0.072814
1.8491,0.072235
1.8525,0.070788
1.8558,0.068794
1.8591,0.066686
1.8625,0.064754
1.8658,0.063275
1.8691,0.062254
1.8725,0.061569
1.8758,0.061045
1.8791,0.060412
1.8825,0.059467
1.8858,0.058057
1.8891,0.056276
1.8925,0.05428
1.8958,0.052376
1.8991,0.050896
1.9025,0.050105
1.9058,0.050287
1.9091,0.051381
1.9124,0.053237
1.9158,0.055601
1.9191,0.058027
1.9224,0.060165
1.9258,0.06157
1.9291,0.062132
1.9324,0.061783
1.9358,0.060568
1.9391,0.058813
1.9424,0.056792
1.9458,0.054809
1.9491,0.053099
1.9524,0.051765
1.9558,0.050857
1.9591,0.050261
1.9624,0.04984
1.9658,0.049447
1.9691,0.048983
1.9724,0.048403
1.9758,0.047742
1.9791,0.047108
1.9824,0.046596
1.9857,0.046302
1.9891,0.046231
1.9924,0.046326
1.9957,0.046476
1.9991,0.046523
2.0024,0.046349
2.0057,0.045847
2.0091,0.045081
2.0124,0.044187
2.0157,0.04342
2.0191,0.043045
2.0224,0.043272
2.0257,0.044323
2.0291,0.04611
2.0324,0.048421
2.0357,0.050908
2.0391,0.053053
2.0424,0.0544
2.0457,0.054398
2.0491,0.052912
2.0524,0.049967
2.0557,0.045694
2.059,0.040719
2.0624,0.035607
2.0657,0.031069
2.069,0.02765
2.0724,0.025637
2.0757,0.025293
2.079,0.026293
2.0824,0.02824
2.0857,0.030641
2.089,0.032865
2.0924,0.034484
2.0957,0.035136
2.099,0.034847
2.1024,0.033825
2.1057,0.032374
2.109,0.031009
2.1124,0.030122
2.1157,0.030106
2.119,0.031029
2.1223,0.032801
2.1257,0.03523
2.129,0.037882
2.1323,0.040402
2.1357,0.042397
2.139,0.043707
2.1423,0.044291
2.1457,0.044199
2.149,0.043682
2.1523,0.042937
2.1557,0.042141
2.159,0.041359
2.1623,0.040539
2.1657,0.039478
2.169,0.037947
2.1723,0.035754
2.1757,0.032724
2.179,0.028963
2.1823,0.02473
2.1857,0.020447
2.189,0.016718
2.1923,0.014006
2.1956,0.012963
2.199,0.01374
2.2023,0.016233
2.2056,0.020297
2.209,0.025194
2.2123,0.030228
2.2156,0.034584
2.219,0.037599
2.2223,0.038935
2.2256,0.038318
2.229,0.036103
2.2323,0.032838
2.2356,0.029172
2.239,0.025942
2.2423,0.023726
2.2456,0.023076
2.249,0.024015
2.2523,0.026297
2.2556,0.029542
2.259,0.032987
2.2623,0.035986
2.2656,0.03788
2.2689,0.038335
2.2723,0.03734
2.2756,0.035035
2.2789,0.03202
2.2823,0.028909
2.2856,0.026421
2.2889,0.025124
2.2923,0.025295
2.2956,0.027145
2.2989,0.030327
2.3023,0.034374
2.3056,0.038691
2.3089,0.042575
2.3123,0.045518
2.3156,0.047009
2.3189,0.046987
2.3223,0.045616
2.3256,0.043115
2.3289,0.040069
2.3323,0.036987
2.3356,0.034392
2.3389,0.032642
2.3422,0.031872
2.3456,0.032168
2.3489,0.033285
2.3522,0.034909
2.3556,0.036716
2.3589,0.038331
2.3622,0.039496
2.3656,0.040013
2.3689,0.039839
2.3722,0.039061
2.3756,0.037772
2.3789,0.036161
2.3822,0.034391
2.3856,0.032594
2.3889,0.030829
2.3922,0.029143
2.3956,0.027506
2.3989,0.02587
2.4022,0.024226
2.4056,0.022551
2.4089,0.020889
2.4122,0.019317
2.4155,0.017945
2.4189,0.016925
2.4222,0.016351
2.4255,0.016353
2.4289,0.016972
2.4322,0.018191
2.4355,0.019994
2.4389,0.022185
2.4422,0.024581
2.4455,0.026955
2.4489,0.029007
2.4522,0.030531
2.4555,0.031265
2.4589,0.031071
2.4622,0.029952
2.4655,0.027898
2.4689,0.02514
2.4722,0.022011
2.4755,0.018908
2.4789,0.01633
2.4822,0.014665
2.4855,0.014394
2.4888,0.01578
2.4922,0.018796
2.4955,0.023431
2.4988,0.029263
2.5022,0.035722
2.5055,0.042176
2.5088,0.047867
2.5122,0.052236
2.5155,0.054682
2.5188,0.054984
2.5222,0.053276
2.5255,0.049694
2.5288,0.044863
2.5322,0.039475
2.5355,0.034237
2.5388,0.029862
2.5422,0.026778
2.5455,0.025339
2.5488,0.02554
2.5522,0.027065
2.5555,0.02957
2.5588,0.032485
2.5621,0.035279
2.5655,0.037504
2.5688,0.038863
2.5721,0.03932
2.5755,0.038917
2.5788,0.037919
2.5821,0.036654
2.5855,0.035418
2.5888,0.034473
2.5921,0.033906
2.5955,0.033702
2.5988,0.033702
2.6021,0.033684
2.6055,0.033422
2.6088,0.032738
2.6121,0.03162
2.6155,0.030159
2.6188,0.028623
2.6221,0.027355
2.6254,0.026727
2.6288,0.027089
2.6321,0.02852
2.6354,0.031084
2.6388,0.034497
2.6421,0.03827
2.6454,0.041855
2.6488,0.044584
2.6521,0.046019
2.6554,0.045717
2.6588,0.043588
2.6621,0.039967
2.6654,0.035221
2.6688,0.030123
2.6721,0.025436
2.6754,0.021925
2.6788,0.020243
2.6821,0.020557
2.6854,0.023011
2.6888,0.027223
2.6921,0.032551
2.6954,0.038324
2.6987,0.043702
2.7021,0.048079
2.7054,0.050953
2.7087,0.052134
2.7121,0.05185
2.7154,0.05037
2.7187,0.048265
2.7221,0.046098
2.7254,0.04433
2.7287,0.043313
2.7321,0.043041
2.7354,0.043402
2.7387,0.044015
2.7421,0.044455
2.7454,0.044293
2.7487,0.043217
2.7521,0.041194
2.7554,0.038338
2.7587,0.035034
2.7621,0.031829
2.7654,0.029293
2.7687,0.027971
2.772,0.028085
2.7754,0.029778
2.7787,0.032831
2.782,0.036713
2.7854,0.040878
2.7887,0.044608
2.792,0.04739
2.7954,0.04881
2.7987,0.048709
2.802,0.047335
2.8054,0.045007
2.8087,0.042283
2.812,0.039722
2.8154,0.03779
2.8187,0.036821
2.822,0.036799
2.8254,0.037604
2.8287,0.03888
2.832,0.040177
2.8354,0.041091
2.8387,0.041305
2.842,0.040781
2.8453,0.039602
2.8487,0.038111
2.852,0.036742
2.8553,0.03596
2.8587,0.036199
2.862,0.037562
2.8653,0.040085
2.8687,0.043483
2.872,0.047255
2.8753,0.05085
2.8787,0.053614
2.882,0.055151
2.8853,0.055131
2.8887,0.053473
2.892,0.050483
2.8953,0.046517
2.8987,0.042132
2.902,0.037928
2.9053,0.034395
2.9087,0.031958
2.912,0.030697
2.9153,0.030644
2.9186,0.031599
2.922,0.03318
2.9253,0.03505
2.9286,0.03684
2.932,0.038312
2.9353,0.039287
2.9386,0.039757
2.942,0.039848
2.9453,0.039717
2.9486,0.03961
2.952,0.039735
2.9553,0.040277
2.9586,0.041365
2.962,0.042986
2.9653,0.045103
2.9686,0.04757
2.972,0.050166
2.9753,0.052664
2.9786,0.054775
2.982,0.056302
2.9853,0.057035
2.9886,0.056822
2.9919,0.055706
2.9953,0.053737
2.9986,0.05108
3.0019,0.048076
3.0053,0.045013
3.0086,0.042292
3.0119,0.04019
3.0153,0.03894
3.0186,0.03869
3.0219,0.039312
3.0253,0.040654
3.0286,0.04241
3.0319,0.04417
3.0353,0.045602
3.0386,0.046337
3.0419,0.046276
3.0453,0.045376
3.0486,0.043767
3.0519,0.041817
3.0553,0.039869
3.0586,0.038394
3.0619,0.037692
3.0652,0.038046
3.0686,0.039596
3.0719,0.042172
3.0752,0.045601
3.0786,0.049527
3.0819,0.053541
3.0852,0.057254
3.0886,0.060299
3.0919,0.062506
3.0952,0.063747
3.0986,0.063998
3.1019,0.063461
3.1052,0.062314
3.1086,0.060784
3.1119,0.05917
3.1152,0.057686
3.1186,0.056573
3.1219,0.055938
3.1252,0.055866
3.1285,0.056395
3.1319,0.057396
3.1352,0.058742
3.1385,0.060196
3.1419,0.061473
3.1452,0.062309
3.1485,0.062353
3.1519,0.061477
3.1552,0.059572
3.1585,0.056614
3.1619,0.052904
3.1652,0.048717
3.1685,0.044503
3.1719,0.040703
3.1752,0.037701
3.1785,0.03585
3.1819,0.035117
3.1852,0.035418
3.1885,0.036462
3.1919,0.037724
3.1952,0.038738
3.1985,0.038973
3.2018,0.038198
3.2052,0.036288
3.2085,0.033342
3.2118,0.029818
3.2152,0.026193
3.2185,0.023119
3.2218,0.021046
3.2252,0.020323
3.2285,0.02117
3.2318,0.023286
3.2352,0.026337
3.2385,0.029765
3.2418,0.032937
3.2452,0.035329
3.2485,0.036472
3.2518,0.036334
3.2552,0.03498
3.2585,0.032702
3.2618,0.030057
3.2652,0.027552
3.2685,0.025717
3.2718,0.024863
3.2751,0.025152
3.2785,0.026654
3.2818,0.029023
3.2851,0.031993
3.2885,0.035174
3.2918,0.03818
3.2951,0.040736
3.2985,0.042567
3.3018,0.043628
3.3051,0.043869
3.3085,0.043251
3.3118,0.04191
3.3151,0.039895
3.3185,0.037282
3.3218,0.03426
3.3251,0.031027
3.3285,0.027894
3.3318,0.025186
3.3351,0.023313
3.3385,0.022755
3.3418,0.023719
3.3451,0.026351
3.3484,0.030762
3.3518,0.036462
3.3551,0.043015
3.3584,0.049711
3.3618,0.055797
3.3651,0.06065
3.3684,0.063578
3.3718,0.064556
3.3751,0.063655
3.3784,0.061185
3.3818,0.057966
3.3851,0.054717
3.3884,0.052319
3.3918,0.051275
3.3951,0.051905
3.3984,0.054319
3.4018,0.057954
3.4051,0.062223
3.4084,0.066249
3.4118,0.069215
3.4151,0.070489
3.4184,0.069453
3.4217,0.066263
3.4251,0.061105
3.4284,0.054478
3.4317,0.047276
3.4351,0.040249
3.4384,0.034255
3.4417,0.029736
3.4451,0.026995
3.4484,0.026188
3.4517,0.0269
3.4551,0.028745
3.4584,0.031271
3.4617,0.03393
3.4651,0.03637
3.4684,0.038328
3.4717,0.039827
3.4751,0.040962
3.4784,0.041969
3.4817,0.043137
3.4851,0.044685
3.4884,0.046852
3.4917,0.049589
3.495,0.052802
3.4984,0.056278
3.5017,0.059664
3.505,0.062628
3.5084,0.064743
3.5117,0.065855
3.515,0.065831
3.5184,0.064567
3.5217,0.062349
3.525,0.059453
3.5284,0.056208
3.5317,0.053071
3.535,0.050359
3.5384,0.048474
3.5417,0.047465
3.545,0.047344
3.5484,0.048043
3.5517,0.049184
3.555,0.050437
3.5584,0.051411
3.5617,0.051796
3.565,0.051416
3.5683,0.050136
3.5717,0.048202
3.575,0.045864
3.5783,0.04352
3.5817,0.041622
3.585,0.040486
3.5883,0.040493
3.5917,0.041554
3.595,0.043524
