x,y,U,V,urms,vrms,uv
0,0.20506,1.3823,-5.409e-20,0.14364,0.084287,-0.0053662
0,0.20984,1.3871,-3.3189e-20,0.143,0.08411,-0.0053361
0,0.21468,1.3919,9.2248e-20,0.14238,0.083924,-0.0053055
0,0.21957,1.3966,8.2731e-20,0.14176,0.083731,-0.0052746
0,0.2245,1.4013,-5.5565e-20,0.14116,0.083531,-0.0052433
0,0.22949,1.406,8.5712e-20,0.14056,0.083325,-0.0052117
0,0.23452,1.4106,1.8672e-19,0.13997,0.083113,-0.0051797
0,0.23959,1.4152,1.0338e-19,0.13938,0.082895,-0.0051473
0,0.24472,1.4197,5.8667e-20,0.1388,0.082671,-0.0051145
0,0.24989,1.4243,-1.2372e-19,0.13821,0.082443,-0.0050812
0,0.25511,1.4288,-9.5207e-20,0.13762,0.082211,-0.0050475
0,0.26037,1.4332,3.5733e-20,0.13703,0.081976,-0.0050133
0,0.26568,1.4377,-1.4773e-19,0.13644,0.081739,-0.0049786
0,0.27103,1.4421,-2.4948e-20,0.13584,0.081499,-0.0049436
0,0.27643,1.4465,6.3631e-20,0.13523,0.081257,-0.0049081
0,0.28187,1.4508,-7.2709e-20,0.13463,0.081012,-0.0048723
0,0.28736,1.4552,-6.585e-20,0.13402,0.080764,-0.0048362
0,0.29289,1.4595,1.4379e-19,0.13342,0.080511,-0.0047997
0,0.29847,1.4638,-4.6914e-20,0.13281,0.080255,-0.0047629
0,0.30409,1.4681,-8.8641e-20,0.13221,0.079994,-0.0047258
0,0.30975,1.4723,1.4124e-19,0.1316,0.079729,-0.0046884
0,0.31545,1.4766,3.6035e-20,0.131,0.079461,-0.0046507
0,0.3212,1.4808,-1.0499e-19,0.13039,0.079189,-0.0046126
0,0.32699,1.485,4.6158e-20,0.12978,0.078913,-0.0045742
0,0.33282,1.4891,1.3511e-19,0.12918,0.078634,-0.0045354
0,0.33869,1.4932,-1.273e-19,0.12857,0.078352,-0.0044963
0,0.3446,1.4973,4.6237e-20,0.12796,0.078067,-0.0044569
0,0.35055,1.5014,6.908e-20,0.12734,0.077778,-0.0044172
0,0.35654,1.5055,-4.205e-20,0.12673,0.077485,-0.0043772
0,0.36258,1.5095,-4.1192e-20,0.12612,0.077188,-0.0043369
0,0.36865,1.5135,-4.315e-20,0.1255,0.076887,-0.0042963
0,0.37476,1.5175,-1.2498e-20,0.12489,0.076581,-0.0042553
0,0.38091,1.5214,7.3048e-20,0.12428,0.07627,-0.004214
0,0.38709,1.5253,1.9498e-19,0.12367,0.075954,-0.0041724
0,0.39332,1.5292,-2.4515e-20,0.12307,0.075634,-0.0041305
0,0.39958,1.5331,-2.0193e-20,0.12246,0.07531,-0.0040883
0,0.40588,1.537,-1.1384e-20,0.12185,0.074983,-0.004046
0,0.41221,1.5408,8.5983e-21,0.12124,0.074653,-0.0040033
0,0.41859,1.5446,-4.638e-21,0.12063,0.07432,-0.0039604
