x,y,z,U,V,W,urms,vrms,wrms,uv,uw,vw
2.6,1.6157,-0.016667,1.5905,-0.015842,0.01318,1.2429,0.76344,0.8746,-0.64889,-0.035965,0.050271
2.6,1.7193,-0.016667,1.4655,-0.022581,0.0037439,1.3984,0.79281,0.93686,-0.76885,-0.13219,0.010415
2.6,1.809,-0.016667,1.2859,-0.020184,0.0054089,1.5306,0.8819,1.0413,-0.9316,-0.12792,0.025626
2.6,1.8829,-0.016667,1.0386,-0.024651,0.023246,1.6343,0.84009,1.1151,-1.0343,0.075422,0.069255
2.6,1.9397,-0.016667,0.34495,-0.019332,0.027511,1.4745,0.61412,0.81661,-0.85147,0.31442,0.33186
2.6,1.9781,-0.016667,0.00040627,-0.00049044,-0.00025892,0.066545,0.050382,0.047335,-0.00056912,0.00073623,-0.0011663
2.6,1.9976,-0.016667,0.00032208,-2.8261e-05,-0.00017322,0.04271,0.0031344,0.031517,-3.0187e-05,0.00021535,-3.5037e-05
2.7,0,-0.016667,2.6781e-15,-1.8836e-18,7.302e-17,2.1321e-13,7.7437e-16,1.0228e-14,-1.1932e-29,9.8017e-29,-4.8545e-31
2.7,0.0097319,-0.016667,-0.00016167,-0.00020951,-0.00012278,0.079596,0.026008,0.047897,0.00018724,0.00036437,-0.00018775
2.7,0.038738,-0.016667,0.071148,0.010586,-0.039405,0.77553,0.4014,0.62604,0.34685,-0.1997,0.003436
2.7,0.086455,-0.016667,0.74054,0.040392,0.026511,1.674,0.89433,1.2339,1.3232,-0.29911,0.1197
2.7,0.15195,-0.016667,1.1525,0.035854,-0.0013579,1.5394,0.8728,1.0396,1.1127,0.020167,0.023468
2.7,0.23396,-0.016667,1.3633,0.022902,0.0054622,1.4967,0.8329,0.97109,0.95123,-0.061716,0.013496
2.7,0.33087,-0.016667,1.5232,0.014907,0.0035765,1.3386,0.83365,0.92279,0.84695,-0.010583,-0.01212
2.7,0.44081,-0.016667,1.6444,0.016143,0.0073659,1.1794,0.74154,0.84328,0.63348,-0.013824,-0.0048654
2.7,0.56163,-0.016667,1.7534,0.011758,0.0014693,1.0177,0.66589,0.75987,0.45859,-0.087979,-0.055486
2.7,0.69098,-0.016667,1.8519,0.0083282,0.0011887,0.88528,0.57982,0.66164,0.33533,-0.013556,0.015239
2.7,0.82635,-0.016667,1.9338,0.00031629,-0.0039238,0.7216,0.52361,0.5304,0.18674,0.032575,0.0054282
2.7,0.9651,-0.016667,1.9744,0.0024592,-0.0042951,0.65383,0.49121,0.46411,0.024335,0.035457,0.011409
2.7,1.1045,-0.016667,1.9634,-0.0039122,-0.0038047,0.6715,0.48654,0.48281,-0.072371,0.043439,0.0038307
2.7,1.2419,-0.016667,1.9003,-0.0035557,-0.005008,0.79019,0.56456,0.58854,-0.26246,0.019686,0.0063562
2.7,1.3746,-0.016667,1.8118,-0.0073488,0.0020881,0.93041,0.61895,0.71048,-0.37963,-0.054726,0.0017228
2.7,1.5,-0.016667,1.7067,-0.014398,0.0054816,1.0845,0.71087,0.80083,-0.50164,-0.034266,-0.0080037
2.7,1.6157,-0.016667,1.5861,-0.015658,0.0052897,1.2482,0.7625,0.87107,-0.66852,-0.0025636,0.0045474
2.7,1.7193,-0.016667,1.4581,-0.019427,0.0064186,1.402,0.83502,0.94372,-0.90154,-0.08795,-0.004341
2.7,1.809,-0.016667,1.2784,-0.026802,0.0035841,1.5039,0.85143,1.0261,-1.0034,-0.026949,0.032525
2.7,1.8829,-0.016667,1.0156,-0.038511,0.0095162,1.6183,0.87836,1.1679,-1.0759,-0.034474,0.0658
2.7,1.9397,-0.016667,0.45961,-0.033285,-0.03137,1.5659,0.81016,1.0941,-1.2781,-0.49728,0.052421
2.7,1.9781,-0.016667,-8.4089e-06,0.00050735,-4.8081e-05,0.11121,0.085503,0.062681,-0.00056441,0.0002561,-0.0002495
2.7,1.9976,-0.016667,-0.00015785,4.0676e-05,-0.00011038,0.061933,0.0048025,0.037876,-3.0134e-05,0.00024234,-2.9263e-05
2.8,0,-0.016667,2.6479e-15,4.4596e-18,-2.5626e-17,2.1305e-13,8.0037e-16,1.0341e-14,-8.6372e-30,1.0617e-28,2.5882e-31
2.8,0.0097319,-0.016667,0.00033459,1.5933e-05,-0.00010125,0.11721,0.049251,0.076658,-0.00031664,-0.0019481,0.0038983
2.8,0.038738,-0.016667,0.22978,0.0069321,0.011236,1.6299,0.57152,0.86315,0.70741,-0.1157,-0.11766
2.8,0.086455,-0.016667,0.76738,0.012351,-0.014403,1.6654,0.97726,1.2522,1.5061,-0.094689,0.18058
2.8,0.15195,-0.016667,1.1402,0.012856,-0.0078257,1.5268,0.87483,1.0849,1.0667,-0.15745,-0.060754
2.8,0.23396,-0.016667,1.365,0.014539,-0.0060506,1.5022,0.85739,0.97129,0.96082,-0.12436,-0.013709
2.8,0.33087,-0.016667,1.5243,0.016302,0.0046633,1.3476,0.79376,0.89593,0.7704,-0.078936,0.016729
2.8,0.44081,-0.016667,1.6477,0.019096,0.00056504,1.1681,0.76313,0.864,0.56599,0.0011386,0.0050961
2.8,0.56163,-0.016667,1.7564,0.010279,0.0020168,1.0233,0.68614,0.74857,0.47454,-0.019166,-0.023515
2.8,0.69098,-0.016667,1.8529,0.0079498,0.0018948,0.87258,0.60441,0.65581,0.35657,0.0075078,0.017034
2.8,0.82635,-0.016667,1.9346,0.0034759,-0.0060397,0.72783,0.52912,0.55874,0.17624,0.020257,0.01666
2.8,0.9651,-0.016667,1.975,-0.00017834,-0.0020272,0.63022,0.50361,0.47095,0.034292,0.046527,0.0084836
2.8,1.1045,-0.016667,1.9648,-0.0011494,-0.0030838,0.64808,0.50373,0.49516,-0.10292,0.029009,-0.0067691
2.8,1.2419,-0.016667,1.9023,-0.0046259,-0.00062647,0.77721,0.57954,0.59275,-0.23167,0.010027,0.019237
2.8,1.3746,-0.016667,1.8141,-0.0066814,0.00028011,0.94586,0.62062,0.72651,-0.39483,0.0089081,-0.0087332
2.8,1.5,-0.016667,1.7076,-0.017636,0.0046411,1.0741,0.71646,0.80007,-0.51754,0.0060792,0.015452
2.8,1.6157,-0.016667,1.5906,-0.018616,0.0033837,1.25,0.78845,0.87259,-0.70016,-0.056869,0.0051891
2.8,1.7193,-0.016667,1.4551,-0.017342,-0.003681,1.4395,0.80766,0.90724,-0.92288,-0.12294,-0.0093928
2.8,1.809,-0.016667,1.2764,-0.016673,-0.0088081,1.5142,0.86731,1.0248,-1.0189,-0.14714,-0.014842
2.8,1.8829,-0.016667,0.99485,-0.01258,-0.0043399,1.6046,0.90403,1.1338,-1.2456,-0.15182,0.07145
2.8,1.9397,-0.016667,0.54802,-0.0077444,-0.039114,1.8453,0.86943,1.193,-1.3594,-0.72223,0.15385
2.8,1.9781,-0.016667,0.0167,0.015215,0.024218,0.49443,0.3131,0.42356,-0.10285,0.17978,-0.010804
2.8,1.9976,-0.016667,0.00021191,-5.2728e-06,-0.00013446,0.086332,0.0087707,0.049674,0.00023891,-0.00088577,0.00044129
2.9,0,-0.016667,2.6381e-15,1.0572e-18,1.5152e-17,2.1345e-13,7.8421e-16,1.0462e-14,-1.2338e-29,9.111e-30,-8.1769e-31
2.9,0.0097319,-0.016667,-0.00034016,-9.1948e-05,-0.00025113,0.076664,0.024322,0.057888,0.00024247,-0.001496,0.00014824
2.9,0.038738,-0.016667,0.03649,-0.0025722,0.007205,0.97512,0.24352,0.37312,0.042701,0.069445,-0.0019184
2.9,0.086455,-0.016667,0.83564,-0.027755,-0.04757,1.6632,0.93434,1.237,0.97053,-0.35452,0.17669
2.9,0.15195,-0.016667,1.1578,0.017548,-0.017964,1.5475,0.88208,1.0557,0.93965,-0.030854,0.074931
2.9,0.23396,-0.016667,1.3648,0.019573,-0.011806,1.4622,0.80123,1.0162,0.75286,-0.14097,0.061826
2.9,0.33087,-0.016667,1.5243,0.01621,-0.0094623,1.3568,0.75315,0.8761,0.70748,-0.098329,0.0219
2.9,0.44081,-0.016667,1.6451,0.015719,-0.002928,1.1751,0.74711,0.82972,0.58733,-0.072464,-0.01283
2.9,0.56163,-0.016667,1.7572,0.009965,-0.0034187,1.0486,0.70262,0.76466,0.55044,-0.029511,-0.026341
2.9,0.69098,-0.016667,1.855,0.0072301,-0.0011756,0.86844,0.61717,0.67668,0.32093,-0.033032,-0.016945
2.9,0.82635,-0.016667,1.9339,0.0039353,-0.0021001,0.71437,0.52772,0.54721,0.18217,0.013965,0.00012385
2.9,0.9651,-0.016667,1.9766,0.00087652,-0.0062762,0.60647,0.50357,0.48546,0.024917,0.020745,-0.0044565
2.9,1.1045,-0.016667,1.9628,-9.9858e-05,-0.0034386,0.64427,0.50782,0.51396,-0.11219,0.026276,-0.015526
2.9,1.2419,-0.016667,1.9027,-0.0081214,-0.0023256,0.77422,0.55062,0.60142,-0.21948,0.0064161,-0.010934
2.9,1.3746,-0.016667,1.8142,-0.010832,-0.0025362,0.9312,0.64359,0.71181,-0.39069,-0.015179,-0.016814
2.9,1.5,-0.016667,1.709,-0.011029,-0.0040522,1.1098,0.72334,0.80485,-0.55117,-0.043348,-0.057397
2.9,1.6157,-0.016667,1.5924,-0.016558,-0.0020068,1.2485,0.74647,0.85215,-0.61952,-0.074238,-0.037629
2.9,1.7193,-0.016667,1.454,-0.019976,-0.012973,1.4033,0.77262,0.9648,-0.75788,-0.21949,0.05517
2.9,1.809,-0.016667,1.2795,-0.022988,-0.013171,1.5013,0.84926,1.0279,-0.91546,0.03389,0.063516
2.9,1.8829,-0.016667,1.0288,-0.0028237,-0.0175,1.5967,0.91917,1.148,-1.027,-0.2913,0.0052812
2.9,1.9397,-0.016667,0.64952,0.052839,-0.048364,2.2498,0.7733,1.1897,0.25691,-0.86827,0.37323
2.9,1.9781,-0.016667,-0.00039239,0.00029132,-0.00050005,0.10491,0.07343,0.070666,-4.0106e-05,-0.0031577,0.0016696
2.9,1.9976,-0.016667,-0.00025734,1.888e-05,-0.00016859,0.060769,0.0045552,0.045833,-3.3428e-05,-0.0009268,1.7999e-05
3,0,-0.016667,2.7429e-15,-1.3996e-18,4.6956e-17,2.1371e-13,7.9114e-16,1.038e-14,1.0104e-29,-5.2967e-29,4.6127e-31
3,0.0097319,-0.016667,0.00053192,6.602e-05,3.6293e-05,0.065989,0.021688,0.056896,0.00061847,0.00024514,-0.00025496
3,0.038738,-0.016667,0.00019831,0.00010915,-0.00028639,0.26459,0.15744,0.18718,0.016825,-0.012573,-0.008236
3,0.086455,-0.016667,0.81858,0.0088005,-0.072517,1.7013,0.82623,1.2371,1.0356,-0.65443,0.019384
3,0.15195,-0.016667,1.147,0.0097246,-0.025496,1.532,0.8922,1.118,1.0209,-0.21235,-0.065407
3,0.23396,-0.016667,1.3654,0.021763,-0.014443,1.4692,0.80574,0.97488,0.81407,-0.1186,0.017052
3,0.33087,-0.016667,1.5196,0.014795,-0.011898,1.4043,0.78156,0.9406,0.79305,-0.15019,-0.015045
3,0.44081,-0.016667,1.6458,0.01313,-0.0072821,1.167,0.73267,0.84498,0.57202,-0.059982,-0.017248
3,0.56163,-0.016667,1.7569,0.0075144,-0.0060816,1.0365,0.72572,0.77105,0.5424,-0.03923,-0.035686
3,0.69098,-0.016667,1.8521,0.008131,-0.004297,0.89169,0.63187,0.67268,0.40032,0.0014758,-0.023694
3,0.82635,-0.016667,1.9375,0.0037858,0.00097062,0.72828,0.53609,0.54324,0.18603,0.006843,-0.004139
3,0.9651,-0.016667,1.9766,0.00051893,-0.002264,0.60513,0.49147,0.47606,0.032995,0.0043603,-0.009543
3,1.1045,-0.016667,1.9673,-0.0027489,-0.001071,0.6275,0.51043,0.51201,-0.10097,0.019023,-0.028289
3,1.2419,-0.016667,1.902,-0.0062792,0.0025618,0.79782,0.58045,0.58552,-0.26313,0.0066635,0.00059756
3,1.3746,-0.016667,1.8137,-0.0051978,-0.0059298,0.94391,0.67916,0.72604,-0.46154,-0.032343,-0.03738
3,1.5,-0.016667,1.709,-0.009815,-0.0051109,1.1138,0.73777,0.82214,-0.59222,-0.055455,-0.039156
3,1.6157,-0.016667,1.593,-0.016846,-0.0085977,1.2696,0.75343,0.88087,-0.62994,-0.083277,-0.0074023
3,1.7193,-0.016667,1.4538,-0.019716,-0.010025,1.4571,0.80274,1.0033,-0.77933,-0.21109,-0.0070767
3,1.809,-0.016667,1.2809,-0.015405,-0.021809,1.5189,0.85807,1.0264,-0.93007,-0.0065908,0.011799
3,1.8829,-0.016667,1.0283,-0.011923,-0.035871,1.5783,0.89066,1.2211,-1.0958,-0.28566,-0.031776
3,1.9397,-0.016667,0.53942,0.0061525,-0.10629,1.8162,0.64534,1.2373,-0.69364,-1.5068,0.15924
3,1.9781,-0.016667,0.00057059,-0.00022843,-1.7899e-05,0.081657,0.066358,0.081228,-0.0024391,-0.00049862,-0.0013323
3,1.9976,-0.016667,0.00042161,-1.8627e-05,2.33e-05,0.052144,0.0040726,0.044064,-9.0477e-05,0.00019546,-3.6035e-05
3.1,0,-0.016667,2.6987e-15,4.0548e-18,1.1045e-16,2.1404e-13,7.9388e-16,1.0281e-14,2.1823e-29,-1.8155e-28,-4.6557e-31
3.1,0.0097319,-0.016667,9.9552e-05,-0.00027107,0.00038366,0.095203,0.045457,0.073465,0.00018027,0.00090029,-0.00060373
3.1,0.038738,-0.016667,0.27136,0.0064855,-0.19846,1.7584,0.54026,1.5942,0.59489,-3.0762,-0.16126
3.1,0.086455,-0.016667,0.80302,-0.0030125,-0.091798,1.6194,0.84317,1.3118,1.0759,-0.48238,0.097282
3.1,0.15195,-0.016667,1.14,-0.0025672,-0.037822,1.4927,0.89481,1.1263,0.93167,-0.24971,-0.014708
3.1,0.23396,-0.016667,1.3717,0.0088826,-0.019724,1.4675,0.83326,0.99405,0.79191,-0.1918,-0.022614
3.1,0.33087,-0.016667,1.5172,0.014065,-0.011355,1.3679,0.75745,0.91205,0.69054,-0.11635,-0.023773
3.1,0.44081,-0.016667,1.645,0.015324,-0.0026004,1.1898,0.74597,0.85298,0.59651,-0.031972,0.0010613
3.1,0.56163,-0.016667,1.7577,0.0068378,-0.0071979,1.0147,0.71799,0.75776,0.49695,0.005203,-0.045812
3.1,0.69098,-0.016667,1.8572,0.007041,-0.0018987,0.88758,0.63448,0.67935,0.39782,0.014555,-0.012035
3.1,0.82635,-0.016667,1.9405,0.0065937,0.00038017,0.72564,0.54237,0.53248,0.17893,-0.00775,-0.0099613
3.1,0.9651,-0.016667,1.979,-0.00042366,0.001139,0.61168,0.49616,0.48575,0.035121,0.035055,-0.00024981
3.1,1.1045,-0.016667,1.9675,-0.0017686,0.00063445,0.63572,0.51031,0.4727,-0.1057,0.014794,-0.019077
3.1,1.2419,-0.016667,1.9042,-0.0078318,0.0025324,0.79497,0.56306,0.60232,-0.25273,0.013501,-0.0033253
3.1,1.3746,-0.016667,1.8142,-0.0079392,-0.0039672,0.9145,0.66074,0.70598,-0.46281,-0.012018,-0.015767
3.1,1.5,-0.016667,1.7098,-0.012221,-0.0071848,1.0972,0.71997,0.8088,-0.57248,0.0053014,0.0081551
3.1,1.6157,-0.016667,1.59,-0.015557,-0.0044563,1.2572,0.75203,0.88714,-0.73432,-0.041885,0.0040415
3.1,1.7193,-0.016667,1.4511,-0.013357,-0.014603,1.4241,0.82466,0.91878,-0.7704,-0.076554,0.032129
3.1,1.809,-0.016667,1.2819,-0.0044021,-0.02803,1.4736,0.84294,1.053,-0.82292,-0.1364,-0.0010176
3.1,1.8829,-0.016667,1.0065,0.0092948,-0.061477,1.5593,0.89935,1.258,-1.1225,-0.17418,0.12508
3.1,1.9397,-0.016667,0.59441,-0.014355,-0.13025,1.9851,0.77478,1.4376,-1.1441,-2.0782,-0.14308
3.1,1.9781,-0.016667,-0.00018577,0.00066726,0.00069295,0.19422,0.16334,0.23199,-0.020226,-0.00081582,-0.01544
3.1,1.9976,-0.016667,8.9992e-05,4.8205e-05,0.00027801,0.072733,0.0082877,0.054812,-9.4201e-06,0.00053523,-8.2733e-05
3.2,0,-0.016667,2.6401e-15,5.0642e-18,1.1221e-16,2.1373e-13,7.9308e-16,1.0431e-14,-8.7413e-30,-2.2218e-29,5.8083e-31
3.2,0.0097319,-0.016667,0.00015464,6.6516e-05,-0.0002642,0.071245,0.031039,0.056458,0.0014286,0.0007257,0.00067468
3.2,0.038738,-0.016667,0.00038152,0.00052219,-0.0011616,0.32596,0.20083,0.14479,0.055322,0.020018,0.014277
3.2,0.086455,-0.016667,0.87016,-0.031567,-0.11107,1.7396,0.80284,1.4248,0.42071,-1.1523,0.12374
3.2,0.15195,-0.016667,1.1587,-0.0039762,-0.047682,1.5159,0.88903,1.1619,0.83099,-0.16332,0.1965
3.2,0.23396,-0.016667,1.3738,0.0045887,-0.025204,1.5175,0.82518,0.98028,0.86397,-0.14652,0.046591
3.2,0.33087,-0.016667,1.5185,0.0079806,-0.009001,1.3507,0.78378,0.91605,0.66978,-0.13048,0.0039675
3.2,0.44081,-0.016667,1.6443,0.011537,-0.0034767,1.1921,0.70796,0.82238,0.57783,0.044058,0.015697
3.2,0.56163,-0.016667,1.7559,0.010705,-0.0078554,1.005,0.71019,0.77208,0.47723,-0.029599,-0.025755
3.2,0.69098,-0.016667,1.8566,0.0051506,-0.0084518,0.86013,0.62173,0.66135,0.35053,0.013334,-0.0083731
3.2,0.82635,-0.016667,1.9416,0.0035772,-0.0020558,0.69848,0.56067,0.54723,0.17127,-0.022712,-0.038232
3.2,0.9651,-0.016667,1.9764,0.0015123,-0.0014259,0.63218,0.49273,0.47894,0.029352,0.039315,0.004969
3.2,1.1045,-0.016667,1.9679,-0.0016843,-0.0031054,0.65687,0.50944,0.48564,-0.10779,0.012374,-0.010351
3.2,1.2419,-0.016667,1.9079,-0.0056244,-0.0016394,0.78845,0.56443,0.60466,-0.24645,-0.01874,-0.034997
3.2,1.3746,-0.016667,1.8138,-0.0087706,-0.0088594,0.95013,0.6557,0.70286,-0.43379,0.023791,0.012666
3.2,1.5,-0.016667,1.7083,-0.013682,-0.0061439,1.0764,0.71861,0.83431,-0.53203,-0.060373,-0.0044371
3.2,1.6157,-0.016667,1.5892,-0.011464,-0.00393,1.2545,0.75035,0.85103,-0.57823,-0.098843,-0.014002
3.2,1.7193,-0.016667,1.4566,-0.0070778,-0.013829,1.4239,0.79248,0.93558,-0.8085,-0.14935,0.045848
3.2,1.809,-0.016667,1.2873,-0.0080158,-0.034275,1.5045,0.82914,1.0695,-0.82751,-0.16262,0.071812
3.2,1.8829,-0.016667,1.0324,0.012377,-0.064811,1.5097,0.87399,1.2455,-0.86395,-0.26322,0.13704
3.2,1.9397,-0.016667,0.14776,0.077704,-0.022146,2.481,0.77896,0.68648,0.038115,0.37343,-0.19037
3.2,1.9781,-0.016667,0.00032962,0.00010211,-0.00040598,0.10326,0.098081,0.075651,-0.0088891,0.0025757,0.0037848
3.2,1.9976,-0.016667,0.00014871,1.4498e-05,-0.00018766,0.055429,0.0057783,0.044575,-0.00019585,0.00039329,9.3246e-05
3.3,0,-0.016667,2.6219e-15,3.0422e-19,7.0612e-17,2.1376e-13,8.1504e-16,1.0612e-14,4.9442e-30,3.1838e-29,-1.2174e-31
3.3,0.0097319,-0.016667,-0.00014537,7.105e-05,-0.00012498,0.057962,0.015443,0.048875,0.0001319,-0.0018819,8.248e-05
3.3,0.038738,-0.016667,-0.00051657,7.1694e-05,-0.00031195,0.24407,0.098208,0.11403,0.0048161,-0.0067699,-0.0015556
3.3,0.086455,-0.016667,0.8115,0.024236,-0.023589,1.7561,0.8264,1.1571,1.1034,-0.27007,-0.32038
3.3,0.15195,-0.016667,1.1606,0.02096,-0.034494,1.5058,0.8974,1.1724,0.98326,-0.21908,0.046589
3.3,0.23396,-0.016667,1.3728,0.011455,-0.019066,1.4683,0.84002,1.0058,0.91359,-0.12152,0.036531
3.3,0.33087,-0.016667,1.5181,0.011851,-0.013132,1.3536,0.77617,0.92226,0.74522,-0.10931,0.00042296
3.3,0.44081,-0.016667,1.6488,0.013316,-0.0022053,1.1695,0.7426,0.8392,0.57352,0.0016165,0.071747
3.3,0.56163,-0.016667,1.7564,0.010121,-0.0045566,1.0093,0.68307,0.78015,0.40783,-0.029686,-0.00026283
3.3,0.69098,-0.016667,1.86,0.010533,-0.0050605,0.85419,0.60227,0.64141,0.31169,-0.012044,0.001336
3.3,0.82635,-0.016667,1.9427,0.0020072,-0.0063477,0.71096,0.55639,0.53799,0.19579,-0.014829,0.005551
3.3,0.9651,-0.016667,1.9807,0.00028959,-0.0065219,0.6311,0.52282,0.46826,0.044736,0.021014,-0.0079316
3.3,1.1045,-0.016667,1.9689,-0.0012419,-0.0076103,0.65916,0.54064,0.48851,-0.13761,0.0073677,0.00088073
3.3,1.2419,-0.016667,1.9058,-0.0076913,-0.0041639,0.77285,0.5539,0.58021,-0.21691,-0.031659,-0.0052692
3.3,1.3746,-0.016667,1.8098,-0.0071672,-0.0084157,0.93862,0.63997,0.69884,-0.39523,-0.039588,-0.019613
3.3,1.5,-0.016667,1.7049,-0.011918,-0.0018495,1.0833,0.71552,0.82951,-0.50982,-0.070301,0.0093782
3.3,1.6157,-0.016667,1.5918,-0.014531,-0.0059302,1.2928,0.77006,0.84603,-0.69422,-0.055462,-0.0054954
3.3,1.7193,-0.016667,1.4559,-0.01353,-0.01663,1.425,0.79449,0.93294,-0.78712,-0.040402,0.050226
3.3,1.809,-0.016667,1.2887,-0.015108,-0.026606,1.4999,0.87826,1.0722,-1.0196,-0.12672,0.06504
3.3,1.8829,-0.016667,1.043,-0.021673,-0.055455,1.5776,0.88208,1.2261,-1.0135,-0.25696,0.0015347
3.3,1.9397,-0.016667,0.19443,-0.0064554,0.048961,1.7243,0.47764,0.84422,-0.19608,-0.28619,-0.32796
3.3,1.9781,-0.016667,-0.00022319,-0.00012712,-0.00014559,0.074422,0.045624,0.066701,-0.00098501,-0.0037031,-0.00022118
3.3,1.9976,-0.016667,-0.00014773,-9.0775e-06,-0.0001281,0.045918,0.0029078,0.037571,-1.6112e-05,-0.0010892,1.5995e-05
3.4,0,-0.016667,2.687e-15,-1.9522e-18,1.6805e-17,2.1381e-13,7.6415e-16,1.025e-14,5.7791e-30,-7.8728e-29,1.4484e-31
3.4,0.0097319,-0.016667,-5.2002e-05,-4.5079e-05,3.6137e-05,0.060367,0.015598,0.044045,2.4152e-05,-0.00096621,6.3116e-05
3.4,0.038738,-0.016667,8.9487e-05,0.00018094,0.00012673,0.24648,0.10567,0.1085,-0.0010739,-0.009076,0.0043283
3.4,0.086455,-0.016667,0.78764,0.0045016,0.0049904,1.6834,0.81308,1.1588,1.0537,0.062374,-0.22386
3.4,0.15195,-0.016667,1.1657,0.015955,-0.023128,1.5394,0.90551,1.0904,1.0432,-0.32075,-0.032254
3.4,0.23396,-0.016667,1.3722,0.022806,-0.012975,1.4591,0.85462,0.97073,0.98954,-0.076748,0.024667
3.4,0.33087,-0.016667,1.523,0.012535,-0.011707,1.3372,0.78752,0.89816,0.80484,-0.070302,-0.007906
3.4,0.44081,-0.016667,1.6421,0.0096988,-0.0029311,1.179,0.73052,0.85326,0.61436,-0.10472,0.014299
3.4,0.56163,-0.016667,1.7561,0.008846,0.0037245,0.9906,0.67023,0.7598,0.37875,-0.041245,-0.01989
3.4,0.69098,-0.016667,1.8575,0.0053501,0.001755,0.84309,0.5773,0.64977,0.22127,-0.019191,0.0030809
3.4,0.82635,-0.016667,1.9389,0.0023446,-0.0010741,0.72814,0.54619,0.53425,0.21153,-0.014111,-0.016757
3.4,0.9651,-0.016667,1.9778,0.0010281,-0.0011192,0.64474,0.5093,0.47872,0.048041,0.0015985,-0.0017722
3.4,1.1045,-0.016667,1.9696,-0.0028468,-0.0024054,0.65423,0.52921,0.50616,-0.11045,-0.013781,-0.0086889
3.4,1.2419,-0.016667,1.9002,-0.0032589,-0.00071129,0.77482,0.54192,0.59261,-0.22353,-0.011963,-0.024162
3.4,1.3746,-0.016667,1.8136,-0.0054608,-0.0016345,0.90224,0.62004,0.7179,-0.30178,0.019689,0.024788
3.4,1.5,-0.016667,1.7086,-0.010228,-0.001696,1.0603,0.71472,0.81141,-0.49081,-0.086833,-0.0084235
3.4,1.6157,-0.016667,1.5879,-0.011669,-0.0064502,1.267,0.76093,0.88898,-0.72333,-0.13441,0.029044
3.4,1.7193,-0.016667,1.4612,-0.015654,-0.015959,1.4197,0.82162,0.92793,-0.80647,-0.042438,0.045867
3.4,1.809,-0.016667,1.2898,-0.022122,-0.016076,1.5239,0.87344,1.039,-1.0686,-0.16573,0.022358
3.4,1.8829,-0.016667,1.0455,-0.013578,-0.0315,1.6478,0.8706,1.1658,-1.1241,-0.24794,-0.11243
3.4,1.9397,-0.016667,0.38206,-0.0088901,0.033985,1.5795,0.58291,0.99281,-0.88165,-0.077104,-0.13302
3.4,1.9781,-0.016667,-7.4956e-05,2.3868e-05,3.7907e-05,0.076427,0.046355,0.057233,0.00014206,-0.0022112,0.00060041
3.4,1.9976,-0.016667,-3.7208e-05,5.3949e-06,2.7191e-05,0.047656,0.0029196,0.034661,-4.5475e-06,-0.00056025,6.673e-06
3.5,0,-0.016667,2.7024e-15,1.5496e-18,-1.1266e-17,2.1357e-13,8.0865e-16,9.9809e-15,-4.1757e-30,-3.2719e-29,2.8316e-32
3.5,0.0097319,-0.016667,0.00018488,5.7531e-05,-0.00030167,0.058322,0.019185,0.03894,-9.158e-05,-0.00053953,-0.00022422
3.5,0.038738,-0.016667,-0.023048,-0.0063045,-0.0038579,0.46713,0.2587,0.21978,0.07,-0.00091141,-0.0077352
3.5,0.086455,-0.016667,0.80198,0.016459,0.015971,1.6425,0.80244,1.153,1.09,0.24381,-0.074224
3.5,0.15195,-0.016667,1.1723,0.01955,-0.019085,1.5164,0.87042,1.1274,0.92376,-0.15064,0.040268
3.5,0.23396,-0.016667,1.3737,0.024954,-0.013562,1.4575,0.84013,0.9892,0.86206,-0.11538,-0.0070232
3.5,0.33087,-0.016667,1.5177,0.018418,-0.0084117,1.381,0.77777,0.92752,0.72718,-0.11929,-0.014376
3.5,0.44081,-0.016667,1.6412,0.012041,-0.0061409,1.159,0.72435,0.8621,0.53792,-0.126,0.005074
3.5,0.56163,-0.016667,1.7543,0.0056646,-0.0029067,1.0015,0.64689,0.79086,0.37984,0.0077241,0.031782
3.5,0.69098,-0.016667,1.856,0.0040988,0.0048442,0.85859,0.5672,0.65602,0.27561,-0.011965,0.0054246
3.5,0.82635,-0.016667,1.9322,0.0011814,-0.00067631,0.74397,0.52027,0.52335,0.19453,-0.031671,-0.018207
3.5,0.9651,-0.016667,1.9744,-0.00067412,-0.00085623,0.63868,0.50765,0.49463,0.03569,-0.0016697,-0.0076875
3.5,1.1045,-0.016667,1.9661,0.00010736,-0.0028332,0.65954,0.52919,0.50243,-0.11718,-0.015575,-0.027307
3.5,1.2419,-0.016667,1.9002,-0.00060272,-0.00040868,0.77688,0.54371,0.59217,-0.21429,-0.00085336,0.0017356
3.5,1.3746,-0.016667,1.8096,-0.0042336,0.00021537,0.93228,0.60966,0.72388,-0.30451,0.024344,0.0008745
3.5,1.5,-0.016667,1.7052,-0.0094516,-0.0071393,1.0808,0.70345,0.82977,-0.47247,-0.047413,0.010232
3.5,1.6157,-0.016667,1.5887,-0.014293,-0.0058086,1.2509,0.7517,0.86207,-0.64005,-0.14951,0.0016299
3.5,1.7193,-0.016667,1.4582,-0.018891,-0.011127,1.3969,0.79944,0.94603,-0.73708,-0.14121,-0.016862
3.5,1.809,-0.016667,1.29,-0.026486,-0.011954,1.5278,0.85161,1.034,-0.93864,-0.067557,-0.0037782
3.5,1.8829,-0.016667,1.0367,-0.014314,-0.013632,1.6057,0.88428,1.1151,-1.0426,-0.12087,0.076061
