x,y,z,U,V,W,urms,vrms,wrms,uv,uw,vw
2.6,0.0097319,-0.35,-2.1209e-05,-1.1326e-05,0.0001479,0.040163,0.010824,0.032589,1.0274e-05,-0.00050494,0.00010649
2.6,0.038738,-0.35,-0.00010427,7.988e-05,0.00024309,0.22127,0.072108,0.060735,0.00039302,-0.00030002,0.0014639
2.6,0.086455,-0.35,0.62204,-0.074321,-0.013964,1.6288,0.81357,1.1636,1.2202,-0.070995,-0.053757
2.6,0.15195,-0.35,1.0336,-0.040382,-0.011842,1.5517,0.92508,1.1152,1.0905,0.04981,0.071838
2.6,0.23396,-0.35,1.2763,-0.016696,-0.0016076,1.5029,0.84962,1.0323,0.96999,0.079688,0.041816
2.6,0.33087,-0.35,1.4455,-0.018732,0.0026665,1.3691,0.8226,0.9484,0.7623,-0.14786,0.010833
2.6,0.44081,-0.35,1.5807,-0.011322,-0.0020768,1.2057,0.78477,0.89752,0.6241,-0.19651,-0.055921
2.6,0.56163,-0.35,1.7091,-0.0018859,0.013696,1.0539,0.71197,0.80649,0.49721,-0.1663,-0.023869
2.6,0.69098,-0.35,1.8252,-0.0002434,0.00487,0.91825,0.64481,0.66635,0.35964,-0.057277,-0.011796
2.6,0.82635,-0.35,1.9165,-0.0026311,0.0034054,0.7801,0.55813,0.55328,0.24693,-0.046476,0.0095264
2.6,0.9651,-0.35,1.9687,0.00027142,0.00044102,0.63481,0.50562,0.46491,0.049235,0.0037205,0.0010278
2.6,1.1045,-0.35,1.9509,0.00088063,0.00062405,0.69079,0.51046,0.47599,-0.15312,0.013845,0.019932
2.6,1.2419,-0.35,1.8788,0.0021491,0.0042678,0.8197,0.57933,0.62143,-0.29101,-0.028511,-0.00015532
2.6,1.3746,-0.35,1.7796,0.0011521,0.0079965,0.97852,0.68334,0.74178,-0.41071,-0.058432,-0.026977
2.6,1.5,-0.35,1.6528,0.0073316,0.0068705,1.1346,0.72337,0.86232,-0.53096,-0.13203,-0.035307
2.6,1.6157,-0.35,1.519,0.0091185,-0.0037828,1.2701,0.81769,0.92698,-0.74078,-0.11821,-0.035733
2.6,1.7193,-0.35,1.3691,0.022793,0.0020945,1.4446,0.83319,0.98665,-0.88473,0.0043759,0.024315
2.6,1.809,-0.35,1.1697,0.023458,-0.0058891,1.5939,0.90311,1.1137,-1.1041,0.0072954,0.005009
2.6,1.8829,-0.35,0.90506,0.050689,-0.014747,1.5496,0.91752,1.1709,-1.1826,0.22943,0.020435
2.6,1.9397,-0.35,-0.00054588,-0.0023343,0.0032917,2.212,0.25392,0.28001,-0.028995,-0.010572,0.0075298
2.6,1.9781,-0.35,-6.7533e-05,9.1617e-06,0.0001474,0.045465,0.032247,0.038704,-6.564e-05,-0.00055742,0.00042923
2.6,1.9976,-0.35,-2.1942e-05,6.294e-07,9.5529e-05,0.032203,0.002029,0.025886,-1.483e-06,-0.00032525,1.6226e-05
2.7,0,-0.35,2.5269e-15,-2.0849e-18,9.7832e-17,2.1399e-13,8.006e-16,1.032e-14,-9.4814e-30,4.1637e-29,-2.5118e-31
2.7,0.0097319,-0.35,2.1719e-06,8.7191e-05,0.00015297,0.040233,0.011978,0.031412,0.00010105,0.00022662,-0.00012633
2.7,0.038738,-0.35,-0.00037437,0.00060925,-8.6642e-05,0.22513,0.088743,0.054465,0.00073398,0.00050746,-0.0032987
2.7,0.086455,-0.35,0.49661,0.023095,0.054273,2.071,0.71579,1.0913,0.60227,-0.8038,0.0099404
2.7,0.15195,-0.35,1.0465,-0.01704,0.0068463,1.5221,0.89159,1.0874,1.0536,0.056704,-0.077984
2.7,0.23396,-0.35,1.2744,-0.018738,0.0094427,1.5272,0.89967,1.0116,1.0894,-0.018934,-0.086916
2.7,0.33087,-0.35,1.4497,-0.016931,0.0045726,1.3741,0.84169,0.97913,0.88816,-0.043025,-0.050166
2.7,0.44081,-0.35,1.5769,-0.015275,-0.00033866,1.2213,0.76577,0.89669,0.67512,-0.14293,-0.012457
2.7,0.56163,-0.35,1.7109,-0.0093028,0.0030098,1.0869,0.72872,0.79563,0.52126,-0.14584,-0.029698
2.7,0.69098,-0.35,1.8228,-0.004774,0.0060016,0.93233,0.65688,0.69345,0.36022,-0.12325,-0.019441
2.7,0.82635,-0.35,1.919,-0.00012978,0.0046797,0.76652,0.55033,0.58338,0.19615,-0.05324,-0.020303
2.7,0.9651,-0.35,1.9659,-8.4425e-06,0.00086687,0.63721,0.48945,0.48454,0.041213,-0.018599,0.004086
2.7,1.1045,-0.35,1.9556,0.00078224,0.0004415,0.67377,0.50486,0.51086,-0.14211,-0.0293,0.0050808
2.7,1.2419,-0.35,1.8813,-0.00050094,0.0077795,0.82713,0.60295,0.62997,-0.26868,-0.067744,-0.024784
2.7,1.3746,-0.35,1.7757,0.0065708,0.00654,1.0207,0.69306,0.75072,-0.5005,-0.13074,-0.016203
2.7,1.5,-0.35,1.6501,0.014572,0.00074564,1.1204,0.74252,0.82083,-0.5242,-0.12426,0.014678
2.7,1.6157,-0.35,1.5218,0.014346,0.0045056,1.2829,0.81676,0.92311,-0.81891,-0.10275,-0.024529
2.7,1.7193,-0.35,1.371,0.016085,0.0013374,1.4533,0.85648,0.96921,-0.96639,-0.035061,-0.080888
2.7,1.809,-0.35,1.1799,0.0163,0.0085211,1.5931,0.90294,1.0682,-1.1725,0.04943,-0.035988
2.7,1.8829,-0.35,0.91721,0.0074261,0.023241,1.5773,0.7965,1.1629,-0.86298,-0.013049,-0.062048
2.7,1.9397,-0.35,0.0054293,-0.016594,0.057333,2.2718,0.43721,0.6671,0.13574,-1.3151,0.04283
2.7,1.9781,-0.35,-7.8417e-05,-0.0002838,0.00012415,0.046897,0.037028,0.036152,-0.0003616,0.00025332,-0.00056802
2.7,1.9976,-0.35,-1.2932e-06,-1.4723e-05,0.00014258,0.031989,0.002226,0.025119,-1.4703e-05,0.00014244,-1.8445e-05
2.8,0,-0.35,2.5637e-15,1.8683e-18,1.2142e-16,2.1443e-13,8.0423e-16,1.0115e-14,-3.8589e-31,-1.027e-28,-1.0339e-30
2.8,0.0097319,-0.35,0.00024992,-1.6962e-05,0.00025814,0.035215,0.0098801,0.0325,-4.2327e-05,-1.0721e-05,-5.2529e-05
2.8,0.038738,-0.35,0.00023703,-7.4627e-05,0.00044597,0.21732,0.058498,0.058318,0.00013039,-0.00059589,-0.00088247
2.8,0.086455,-0.35,0.54923,-0.072827,0.095446,1.722,0.76681,1.2821,1.3717,-0.66387,-0.56209
2.8,0.15195,-0.35,1.0511,-0.019332,0.015695,1.5373,0.82853,1.1543,0.92084,-0.067378,0.015276
2.8,0.23396,-0.35,1.2758,-0.016845,0.0084352,1.4835,0.88417,1.0249,0.93674,-0.079875,-0.0090207
2.8,0.33087,-0.35,1.4444,-0.010261,0.0044769,1.38,0.8255,0.95619,0.82113,-0.15702,-0.052284
2.8,0.44081,-0.35,1.5752,-0.0097737,0.0029898,1.2334,0.7923,0.89647,0.77194,-0.16729,-0.052524
2.8,0.56163,-0.35,1.708,-0.0085024,-0.0011194,1.0945,0.73114,0.81454,0.55134,-0.11876,0.023406
2.8,0.69098,-0.35,1.8261,-0.0063771,0.0012151,0.93227,0.64333,0.68828,0.38858,-0.067587,0.035334
2.8,0.82635,-0.35,1.9202,-0.0035534,0.00836,0.75255,0.5358,0.57805,0.21782,-0.074322,-0.014666
2.8,0.9651,-0.35,1.9661,-0.0010251,-0.00011404,0.64323,0.49695,0.4791,0.060207,-0.017148,0.0087406
2.8,1.1045,-0.35,1.9529,0.002755,0.00075709,0.68535,0.50547,0.51254,-0.16226,-0.032426,-0.019962
2.8,1.2419,-0.35,1.8875,0.0057354,0.0029281,0.8322,0.6053,0.61308,-0.29748,-0.059339,-0.016149
2.8,1.3746,-0.35,1.7744,0.0074056,-0.00010224,1.0062,0.67089,0.72064,-0.42088,-0.12794,0.031047
2.8,1.5,-0.35,1.6489,0.011558,0.00063901,1.1616,0.76968,0.86912,-0.64666,-0.13158,-0.032396
2.8,1.6157,-0.35,1.5249,0.0096628,0.0023659,1.3021,0.80708,0.90576,-0.76341,-0.19862,-0.024075
2.8,1.7193,-0.35,1.3714,0.010907,0.0057058,1.4587,0.83496,0.94509,-0.92527,-0.10971,0.012421
2.8,1.809,-0.35,1.1832,0.016688,0.01194,1.5522,0.87773,1.0759,-0.98215,-0.043409,-0.070302
2.8,1.8829,-0.35,0.89864,0.023502,0.035556,1.6113,0.80163,1.228,-0.96411,-0.018606,-0.11193
2.8,1.9397,-0.35,-9.0544e-05,0.00098649,0.00129,2.1911,0.17479,0.19729,-0.033727,-0.020991,-0.0058776
2.8,1.9781,-0.35,0.00029771,0.0001902,0.0003005,0.039697,0.028881,0.03857,0.00010959,7.1905e-06,-0.00023351
2.8,1.9976,-0.35,0.0002488,1.2804e-05,0.00019212,0.028071,0.0018654,0.02587,7.0955e-06,-8.7131e-07,-7.6508e-06
2.9,0,-0.35,2.5207e-15,3.7278e-18,3.5657e-17,2.1415e-13,8.0897e-16,1.0358e-14,2.4841e-30,-3.7754e-29,5.8627e-31
2.9,0.0097319,-0.35,-3.0646e-05,-2.6962e-05,6.6659e-05,0.039479,0.0083848,0.027428,5.3761e-05,-8.0589e-06,-5.4986e-05
2.9,0.038738,-0.35,1.1387e-05,-0.00013286,9.9862e-05,0.21942,0.050619,0.046356,0.00049532,0.0002861,-0.00089947
2.9,0.086455,-0.35,0.29519,0.0021038,-0.031253,2.8879,0.65135,0.93771,0.6888,0.27602,0.0089064
2.9,0.15195,-0.35,1.0635,0.0017752,0.014256,1.5783,0.8532,1.129,0.98819,-0.0032229,-0.015748
2.9,0.23396,-0.35,1.2807,-0.0011689,0.0062801,1.5086,0.84164,1.0087,0.95575,-0.059848,-0.027834
2.9,0.33087,-0.35,1.4434,-0.008685,0.0043481,1.4033,0.83233,0.93713,0.90022,-0.10996,0.036802
2.9,0.44081,-0.35,1.5718,-0.010432,0.00035899,1.2566,0.81823,0.89682,0.76748,-0.146,-0.003514
2.9,0.56163,-0.35,1.7077,-0.0065607,0.0046358,1.1121,0.72357,0.78883,0.52192,-0.1408,-0.050359
2.9,0.69098,-0.35,1.823,-0.0060332,-0.00163,0.92833,0.62701,0.6835,0.33837,-0.054906,-0.0015809
2.9,0.82635,-0.35,1.9203,-0.0042263,0.0064461,0.75465,0.54256,0.56148,0.22771,-0.063356,-0.040726
2.9,0.9651,-0.35,1.9666,0.0010845,-0.00089423,0.64378,0.50596,0.47301,0.042413,-0.020703,-0.0186
2.9,1.1045,-0.35,1.9547,-0.00076248,0.0011833,0.68975,0.52852,0.50505,-0.1307,-0.02534,0.0033125
2.9,1.2419,-0.35,1.8808,0.0038281,0.0044597,0.83303,0.56833,0.62245,-0.26638,-0.081209,-0.024886
2.9,1.3746,-0.35,1.7765,0.0041142,0.0037385,1.0086,0.67722,0.73036,-0.39557,-0.10044,-0.024089
2.9,1.5,-0.35,1.645,0.0096313,0.0026967,1.177,0.77518,0.86053,-0.67266,-0.15164,-0.010902
2.9,1.6157,-0.35,1.5212,0.0054981,0.0029684,1.3118,0.81587,0.91842,-0.76605,-0.16038,-0.011299
2.9,1.7193,-0.35,1.3778,0.009631,0.0025155,1.4586,0.84288,0.99347,-0.95137,-0.029473,0.060086
2.9,1.809,-0.35,1.1898,0.0012773,0.0072348,1.5795,0.89404,1.0834,-1.03,-0.083488,-0.081443
2.9,1.8829,-0.35,0.92181,-0.012368,0.038394,1.6286,0.79089,1.1742,-0.84116,0.16027,0.025707
2.9,1.9397,-0.35,0.00010662,0.00036032,0.00013219,2.1954,0.18376,0.2091,-0.029984,0.0070294,-0.0057788
2.9,1.9781,-0.35,-2.4341e-05,4.3739e-05,8.3349e-05,0.043918,0.024475,0.032155,-0.00013906,9.3826e-06,-0.00023141
2.9,1.9976,-0.35,-2.0631e-05,3.4829e-06,5.0828e-05,0.03169,0.0015765,0.021752,-7.9223e-06,-2.5779e-06,-7.8278e-06
3,0,-0.35,2.5547e-15,3.0479e-18,8.9867e-18,2.1405e-13,8.114e-16,1.0277e-14,-3.6102e-30,8.0608e-30,2.3703e-31
3,0.0097319,-0.35,9.0886e-05,-1.2467e-05,0.00019738,0.057461,0.020227,0.033537,0.0001096,9.9844e-05,1.186e-05
3,0.038738,-0.35,-0.02291,0.014121,-0.011685,0.50325,0.26674,0.3946,-0.038955,0.071293,-0.04165
3,0.086455,-0.35,0.52124,0.046665,-0.0058361,1.973,0.92341,1.168,0.85655,0.24029,-0.030606
3,0.15195,-0.35,1.0515,0.01439,0.012455,1.5949,0.87462,1.1637,0.92211,0.22595,0.038088
3,0.23396,-0.35,1.2736,0.0076045,-0.00030401,1.5491,0.87149,1.0296,0.99984,0.090718,0.03915
3,0.33087,-0.35,1.4408,-0.0069627,0.0013761,1.4166,0.83453,0.91489,0.83779,0.029694,0.025194
3,0.44081,-0.35,1.5758,-0.0062568,0.0022686,1.2425,0.81477,0.87761,0.7084,-0.12595,-0.067308
3,0.56163,-0.35,1.7071,-0.0051934,-0.0011384,1.0959,0.69995,0.79,0.49177,-0.074198,0.024714
3,0.69098,-0.35,1.8239,-0.0075923,-0.00042269,0.9331,0.65763,0.65013,0.35193,-0.045797,0.0068425
3,0.82635,-0.35,1.9224,-0.0010115,0.0035254,0.76141,0.56138,0.57721,0.22822,-0.055946,0.0098062
3,0.9651,-0.35,1.9627,-0.00052484,0.0060266,0.63152,0.5311,0.48171,0.047668,-0.041312,-0.01143
3,1.1045,-0.35,1.9531,0.00046507,0.0024415,0.67491,0.53783,0.49883,-0.13612,-0.034999,-0.019696
3,1.2419,-0.35,1.8763,0.0049083,-0.00053747,0.85626,0.59654,0.60831,-0.30588,-0.055052,-0.010057
3,1.3746,-0.35,1.7755,0.0043378,0.0025476,0.99937,0.67919,0.73414,-0.43248,-0.054899,0.01711
3,1.5,-0.35,1.6479,0.004656,-0.0020285,1.174,0.7618,0.82358,-0.63532,-0.093515,-0.0033948
3,1.6157,-0.35,1.5191,0.0088935,0.0025203,1.3053,0.82861,0.88922,-0.76348,-0.082787,-0.030999
3,1.7193,-0.35,1.3743,-0.0029502,-0.0048626,1.4598,0.86162,0.97262,-0.95939,0.082959,0.023763
3,1.809,-0.35,1.1786,-0.0070912,0.0092862,1.5548,0.86333,1.0809,-0.93083,-0.093173,-0.01423
3,1.8829,-0.35,0.88383,-0.027654,0.011363,1.7043,0.86341,1.1717,-0.94516,0.1138,0.0016363
3,1.9397,-0.35,0.20531,-0.049266,-0.07563,1.494,0.76557,1.0267,-0.28224,0.4942,-0.28009
3,1.9781,-0.35,4.9665e-05,0.00011983,0.00041307,0.070111,0.071678,0.042768,-0.0010896,0.00046542,-0.00034239
3,1.9976,-0.35,5.6916e-05,2.6621e-06,0.00013836,0.045593,0.0036915,0.026494,-1.4677e-05,4.6201e-05,3.6044e-06
3.1,0,-0.35,2.6174e-15,8.1785e-18,-2.1445e-17,2.1374e-13,7.9313e-16,1.0277e-14,1.0119e-29,-9.5141e-29,-5.2211e-31
3.1,0.0097319,-0.35,-7.9317e-05,-2.9049e-05,-2.498e-05,0.049255,0.018433,0.042808,0.00010341,0.00068214,0.00027106
3.1,0.038738,-0.35,-0.00073959,-0.00021435,-2.2361e-05,0.25803,0.15326,0.13086,0.015958,0.01197,0.0067091
3.1,0.086455,-0.35,0.65394,0.019174,0.0024915,1.4784,0.94388,1.2006,1.1133,-0.077556,0.035899
3.1,0.15195,-0.35,1.0529,0.017284,0.010015,1.5602,0.86294,1.1283,0.96799,-0.027971,-0.049014
3.1,0.23396,-0.35,1.2726,0.0036939,0.0021209,1.5248,0.88515,1.0329,0.94966,-0.040437,-0.021567
3.1,0.33087,-0.35,1.4409,-0.00087581,-0.0037963,1.3919,0.83557,0.96297,0.81187,0.020363,0.042657
3.1,0.44081,-0.35,1.5769,0.0021251,-0.0010377,1.2757,0.76849,0.85922,0.67863,-0.067527,-0.036298
3.1,0.56163,-0.35,1.7068,-0.0037135,-0.00087882,1.1051,0.71994,0.76872,0.52625,-0.094405,0.017486
3.1,0.69098,-0.35,1.8247,-0.0053006,-0.0032824,0.9187,0.65137,0.67888,0.39195,-0.007664,0.010398
3.1,0.82635,-0.35,1.9194,-0.0053438,0.0018229,0.76701,0.57774,0.56019,0.23868,-0.043596,0.0099606
3.1,0.9651,-0.35,1.9694,-0.0029441,0.0045177,0.6256,0.5252,0.50624,0.064548,-0.045759,-0.0068323
3.1,1.1045,-0.35,1.954,0.0055564,0.0048386,0.68088,0.53947,0.51625,-0.13662,-0.03534,-0.0094986
3.1,1.2419,-0.35,1.8792,0.0054157,-0.00069645,0.82946,0.62516,0.58474,-0.30554,-0.030071,-0.0032692
3.1,1.3746,-0.35,1.7718,0.0039353,-0.0028269,1.0016,0.69036,0.73479,-0.43842,-0.026733,0.056085
3.1,1.5,-0.35,1.6516,0.0011047,0.0018811,1.1769,0.75269,0.80938,-0.64125,-0.10852,-0.0057768
3.1,1.6157,-0.35,1.517,-0.00013799,-0.0043679,1.3364,0.78735,0.90298,-0.76373,-0.054815,-0.0095546
3.1,1.7193,-0.35,1.3715,-0.0019576,0.0026301,1.4435,0.8724,0.96336,-0.88417,-0.059194,-0.025208
3.1,1.809,-0.35,1.1826,-0.006764,0.0049803,1.5187,0.88639,1.0901,-0.94667,-0.061567,0.027657
3.1,1.8829,-0.35,0.9066,-0.024244,0.022855,1.6218,0.91749,1.1712,-1.1464,-0.054179,-0.048477
3.1,1.9397,-0.35,0.40082,-0.0021358,0.089303,1.1966,0.66292,1.2758,-0.71257,-0.22945,-0.26505
3.1,1.9781,-0.35,-0.00019556,7.7917e-05,1.3958e-06,0.061621,0.058718,0.054553,-0.0007314,0.0013599,0.0011475
3.1,1.9976,-0.35,-4.7889e-05,4.3658e-06,-5.9487e-06,0.038873,0.0034269,0.033835,-1.3092e-05,0.00041668,3.8373e-05
3.2,0,-0.35,2.5348e-15,-2.2317e-18,-8.1891e-17,2.136e-13,7.9872e-16,1.0439e-14,1.22e-29,-3.2755e-29,-5.1782e-32
3.2,0.0097319,-0.35,0.00010899,-7.2725e-05,3.8475e-05,0.049555,0.013923,0.043726,0.00024081,-0.00064413,-0.00027441
3.2,0.038738,-0.35,6.1894e-05,-0.00065098,0.00038333,0.22922,0.087475,0.1044,0.0034891,-0.0053927,-0.0051489
3.2,0.086455,-0.35,0.71759,0.031744,0.021234,1.5491,0.82694,1.1395,0.95722,-0.044144,0.038966
3.2,0.15195,-0.35,1.0693,0.028279,0.021512,1.5352,0.86668,1.159,0.9298,-0.18329,-0.050661
3.2,0.23396,-0.35,1.2724,0.0111,0.0056608,1.5016,0.88464,1.0504,0.81829,-0.066509,-0.075116
3.2,0.33087,-0.35,1.4411,-0.0012132,-0.0034895,1.4011,0.82302,0.9504,0.81761,-0.111,0.015269
3.2,0.44081,-0.35,1.5725,-0.00097538,-0.0067141,1.2971,0.76402,0.86584,0.71006,-0.083526,-0.015798
3.2,0.56163,-0.35,1.7037,-0.0044026,0.00044595,1.1162,0.70592,0.77943,0.5575,-0.094835,-0.019832
3.2,0.69098,-0.35,1.8224,-0.0038466,-0.00051291,0.93301,0.62938,0.67521,0.40708,-0.061759,0.024643
3.2,0.82635,-0.35,1.9234,-0.0019754,0.0033839,0.75216,0.55205,0.56272,0.22322,-0.040222,-0.01343
3.2,0.9651,-0.35,1.973,0.00097226,0.0051321,0.64098,0.50098,0.50218,0.047561,-0.049544,0.0051227
3.2,1.1045,-0.35,1.9556,-0.0007513,0.0031221,0.68663,0.52021,0.53012,-0.13297,-0.037164,-0.010893
3.2,1.2419,-0.35,1.8807,0.0046138,0.0029898,0.83487,0.58603,0.59873,-0.32632,-0.056657,0.0035823
3.2,1.3746,-0.35,1.7671,0.0032371,-0.0028988,1.0355,0.67501,0.73778,-0.46959,-0.096755,0.012277
3.2,1.5,-0.35,1.6479,-0.00093713,-0.00048403,1.1617,0.75535,0.80887,-0.56524,-0.062918,-0.0072073
3.2,1.6157,-0.35,1.5187,0.0020666,-0.0079473,1.3195,0.77021,0.90135,-0.71912,-0.021385,-0.0063847
3.2,1.7193,-0.35,1.3666,-0.0018817,0.0045355,1.4981,0.86297,0.97172,-0.91638,-0.099014,-0.026996
3.2,1.809,-0.35,1.1818,-0.017253,0.0081538,1.5055,0.88342,1.0402,-0.90523,-0.13011,-0.057706
3.2,1.8829,-0.35,0.93278,-0.033969,0.021371,1.5869,0.89523,1.2433,-1.0418,-0.087009,0.068842
3.2,1.9397,-0.35,0.24075,0.019303,-0.093951,1.155,0.60407,1.0135,-0.47626,0.51447,0.41418
3.2,1.9781,-0.35,0.00015104,0.00028493,0.00012913,0.058124,0.041039,0.055767,-0.0007797,-0.0013588,-0.0013002
3.2,1.9976,-0.35,8.0626e-05,1.6472e-05,3.4482e-05,0.039388,0.0026272,0.034337,-3.6252e-05,-0.00036822,-3.8973e-05
3.3,0,-0.35,2.5847e-15,-2.2505e-19,-7.1999e-18,2.1367e-13,8.4132e-16,1.0679e-14,6.9353e-30,1.4178e-29,-6.6501e-31
3.3,0.0097319,-0.35,-0.00012147,0.00031693,-3.3046e-05,0.082,0.043104,0.066317,0.0012106,-0.00037605,-0.0024942
3.3,0.038738,-0.35,0.010612,-0.0093959,-0.034098,0.70321,0.58674,0.68569,0.3691,0.21019,0.22542
3.3,0.086455,-0.35,0.71227,0.050218,0.003905,1.5479,0.92067,1.1803,1.1447,0.057259,0.050499
3.3,0.15195,-0.35,1.0466,0.032057,0.016526,1.5489,0.88289,1.1502,0.92555,-0.12535,0.024563
3.3,0.23396,-0.35,1.2692,0.0069016,0.0019088,1.533,0.8659,1.0181,0.9593,-0.043431,-0.062407
3.3,0.33087,-0.35,1.4389,0.00095522,-0.0011834,1.3944,0.82769,0.95239,0.84163,-0.040462,-0.068524
3.3,0.44081,-0.35,1.5725,-0.0011595,-0.00053607,1.2897,0.79035,0.89077,0.69016,0.011793,0.021144
3.3,0.56163,-0.35,1.7017,-0.0086383,-0.0027663,1.1082,0.71684,0.79211,0.5758,-0.056786,0.012287
3.3,0.69098,-0.35,1.8232,-0.0030692,-0.0027641,0.93387,0.62467,0.68731,0.36513,-0.065086,0.02032
3.3,0.82635,-0.35,1.9238,0.00038733,-0.00066651,0.75731,0.56729,0.54875,0.22011,-0.034157,0.001745
3.3,0.9651,-0.35,1.9706,0.00186,0.00060234,0.65089,0.52087,0.48502,0.048067,-0.032739,-0.0050084
3.3,1.1045,-0.35,1.9581,-0.001868,-0.001709,0.67803,0.55016,0.50359,-0.14544,-0.016811,0.00393
3.3,1.2419,-0.35,1.8849,0.0020301,-0.0043295,0.84037,0.60847,0.578,-0.29379,-0.020894,0.0208
3.3,1.3746,-0.35,1.7681,0.0048364,0.00031039,1.0141,0.66772,0.75272,-0.43539,-0.11102,-0.026155
3.3,1.5,-0.35,1.6425,0.0092917,-0.0010638,1.1782,0.77078,0.81123,-0.69908,-0.023511,0.029634
3.3,1.6157,-0.35,1.5123,-0.00065586,0.0034872,1.3396,0.79177,0.91499,-0.73081,-0.068864,0.019657
3.3,1.7193,-0.35,1.3663,-0.0047129,-0.0032812,1.4698,0.84335,0.98281,-0.8656,-0.05136,-0.03993
3.3,1.809,-0.35,1.1849,-0.016206,0.011445,1.5167,0.84664,1.0723,-0.88847,-0.24999,-0.10198
3.3,1.8829,-0.35,0.91772,-0.043385,0.018645,1.5718,0.93134,1.1711,-1.0493,0.12497,0.099879
3.3,1.9397,-0.35,0.43364,-0.041394,-0.013376,1.5436,0.84434,0.99345,-1.4935,0.051195,0.0047573
3.3,1.9781,-0.35,-0.018247,-0.0022847,-0.0064488,0.34991,0.22573,0.27894,0.0055006,0.017296,0.048346
3.3,1.9976,-0.35,-0.00017666,-5.559e-05,-1.7078e-07,0.062706,0.0079015,0.047941,-0.00016677,4.7483e-05,-0.00030895
3.4,0,-0.35,2.6065e-15,4.0224e-18,9.4468e-18,2.1364e-13,7.984e-16,1.0539e-14,-4.9564e-30,1.9523e-28,1.9924e-31
3.4,0.0097319,-0.35,-0.00067754,-0.00021918,5.9676e-05,0.091516,0.029183,0.098852,0.0011623,-0.0031209,-0.00048439
3.4,0.038738,-0.35,-0.002674,-0.0036838,0.00097167,0.50572,0.22325,0.33621,-0.024485,-0.068233,0.024411
3.4,0.086455,-0.35,0.71419,0.019759,-0.02224,1.5591,0.9072,1.2402,1.2613,0.12833,0.070719
3.4,0.15195,-0.35,1.0491,0.010455,0.0064652,1.5321,0.87485,1.1517,1.0294,0.0035669,0.030243
3.4,0.23396,-0.35,1.2669,0.0018715,0.0035191,1.539,0.82341,1.0078,0.92124,-0.096291,-0.012567
3.4,0.33087,-0.35,1.4366,-0.0035102,-0.0019836,1.4188,0.81791,0.92878,0.93346,-0.10792,-0.016527
3.4,0.44081,-0.35,1.5686,-0.0067426,0.0028303,1.3036,0.79545,0.8797,0.75549,-0.14239,-0.010287
3.4,0.56163,-0.35,1.7026,-0.0081492,-0.0018636,1.1027,0.7148,0.78806,0.50549,-0.096103,0.011305
3.4,0.69098,-0.35,1.8284,-0.0033068,-0.0045114,0.92002,0.64617,0.69356,0.39109,-0.067261,0.0065091
3.4,0.82635,-0.35,1.9251,0.0011702,-0.00025849,0.7433,0.5561,0.53364,0.22507,-0.027345,0.0025224
3.4,0.9651,-0.35,1.9701,-0.00059509,-0.0031401,0.61392,0.48177,0.47979,0.040665,-0.041376,-0.028724
3.4,1.1045,-0.35,1.9602,-0.0011433,-0.0034257,0.65495,0.51915,0.48242,-0.13077,-0.014914,-0.0057489
3.4,1.2419,-0.35,1.8875,-0.0010706,-0.002528,0.80943,0.57512,0.6028,-0.26312,-0.072005,0.0062749
3.4,1.3746,-0.35,1.7739,0.0090589,-3.3019e-06,0.97399,0.68684,0.72166,-0.41241,-0.027747,0.019371
3.4,1.5,-0.35,1.6395,0.0084503,-0.0023882,1.1657,0.75213,0.84036,-0.61288,-0.028277,0.068359
3.4,1.6157,-0.35,1.5139,0.0055845,0.00071903,1.3501,0.83099,0.92252,-0.89301,-0.060672,-0.010568
3.4,1.7193,-0.35,1.364,0.0010296,-0.0011035,1.4539,0.80743,0.95564,-0.87711,-0.084673,-0.10676
3.4,1.809,-0.35,1.1821,-0.0032287,0.0070143,1.5225,0.86997,1.0893,-0.98149,-0.1726,-0.032867
3.4,1.8829,-0.35,0.9128,-0.017732,0.0057547,1.5376,0.91261,1.2134,-1.0678,0.010665,0.022767
3.4,1.9397,-0.35,0.52118,-0.0054564,-0.084976,1.657,0.82375,1.2419,-1.0743,-0.60072,0.12861
3.4,1.9781,-0.35,-0.0013433,0.00057641,7.3353e-05,0.13563,0.083873,0.1403,-0.0051972,-0.01024,-0.00051667
3.4,1.9976,-0.35,-0.00048686,2.9716e-05,3.9716e-05,0.070598,0.0054828,0.076594,-0.00015851,-0.0017207,-7.5965e-05
3.5,0,-0.35,2.6174e-15,2.3068e-18,1.4498e-17,2.138e-13,7.7459e-16,1.0434e-14,-2.8445e-30,1.1653e-28,-8.8326e-31
3.5,0.0097319,-0.35,9.5953e-06,-2.2881e-05,-3.4268e-05,0.062766,0.02519,0.051817,0.00032018,0.00060548,0.0007389
3.5,0.038738,-0.35,0.018148,-0.015285,0.0081573,0.51928,0.27546,0.38377,0.10579,0.052915,-0.040062
3.5,0.086455,-0.35,0.7859,-0.017299,-0.026273,1.4553,0.88296,1.2236,0.86004,-0.096905,0.059632
3.5,0.15195,-0.35,1.0689,0.004553,0.0031316,1.51,0.87837,1.1076,0.9208,-0.091626,0.027263
3.5,0.23396,-0.35,1.271,-0.0075833,0.0076876,1.4873,0.86964,1.0201,1.041,0.0098952,-0.024257
3.5,0.33087,-0.35,1.4313,-0.008629,-0.0005126,1.4054,0.81001,0.92603,0.83958,-0.1442,-0.064656
