x,y,c,U,V,urms,vrms,uv
1.4,0.0387383,45,0.197778,-0.003239148,1.539576,0.4579749,-0.4003322
1.4,0.08645454,45,0.7662092,0.002534205,1.569411,0.8768259,-1.129586
1.4,0.1519519,45,1.049879,-0.009073725,1.494307,0.9060769,-1.100576
1.4,0.2339556,45,1.255313,-0.01885554,1.49744,0.8846453,-0.9054174
1.4,0.3308694,45,1.427447,-0.00598191,1.432177,0.8333546,-0.8424871
1.4,0.4408071,45,1.56961,-0.005107826,1.264055,0.7912747,-0.7146196
1.4,0.5616289,45,1.70004,-0.007881088,1.131442,0.7418588,-0.5883522
1.4,0.690983,45,1.822707,-0.005578889,0.961983,0.6529985,-0.3823609
1.4,0.8263518,45,1.920719,-0.0007540873,0.755496,0.5705666,-0.211398
1.4,0.9651005,45,1.964084,-0.0002305776,0.6494215,0.5051942,-0.03690167
1.4,1.104528,45,1.952223,0.0007986219,0.6570874,0.5162273,0.1142028
1.4,1.241922,45,1.883612,0.002092988,0.8255896,0.5927939,0.2847505
1.4,1.374607,45,1.768167,0.006027248,1.013539,0.7028042,0.4878252
1.4,1.5,45,1.641897,0.007064478,1.200366,0.7569744,0.6690405
1.4,1.615661,45,1.509943,0.009195463,1.336086,0.8108583,0.7684033
1.4,1.71934,45,1.351699,0.01252985,1.466036,0.8644536,0.9398209
1.4,1.809017,45,1.160691,0.01426484,1.513337,0.9026695,1.018239
1.4,1.882948,45,0.9426605,-0.00041559,1.528737,0.8732399,1.127825
1.4,1.939693,45,0.5775863,0.004930307,1.95899,0.7817624,0.8858536
1.4,1.978148,45,-0.0189497,0.0008193279,0.3296764,0.2475049,0.009757806
1.4,1.997564,45,0.0002418612,-8.826261e-06,0.0634573,0.009633514,-0.0001704246
1.5,0,45,2.618613e-15,-2.513548e-18,2.13549e-13,7.867822e-16,1.660831e-29
1.5,0.009731931,45,0.0001429836,-0.000139165,0.06674055,0.02501576,-0.0008004326
1.5,0.0387383,45,-0.0005307142,-0.0009901744,0.3077843,0.1615203,-0.04227935
1.5,0.08645454,45,0.7849806,-0.05703185,1.510369,0.8888878,-0.524447
1.5,0.1519519,45,1.05819,-0.02552881,1.476843,0.8172811,-0.913062
1.5,0.2339556,45,1.250016,-0.0275261,1.525952,0.9123724,-1.087126
1.5,0.3308694,45,1.428938,-0.01943104,1.455232,0.8380935,-0.930619
1.5,0.4408071,45,1.570478,-0.01302689,1.296766,0.8083093,-0.7884105
1.5,0.5616289,45,1.699002,-0.005432623,1.129467,0.7289445,-0.5964188
1.5,0.690983,45,1.821216,-0.006802362,0.9456323,0.6473418,-0.4008382
1.5,0.8263518,45,1.91887,-0.006707149,0.7528058,0.5794715,-0.2535062
1.5,0.9651005,45,1.964706,-0.002186084,0.6457082,0.5022119,-0.04285185
1.5,1.104528,45,1.956754,0.004221152,0.647783,0.5375754,0.1310063
1.5,1.241922,45,1.880539,0.005160916,0.8415055,0.604894,0.3351581
1.5,1.374607,45,1.767998,0.00470102,1.019774,0.6785111,0.4586482
1.5,1.5,45,1.644302,0.008154692,1.209872,0.7735368,0.7363784
1.5,1.615661,45,1.510145,0.01433647,1.355374,0.8460204,0.8326716
1.5,1.71934,45,1.349709,0.01948793,1.500737,0.8340616,0.9073593
1.5,1.809017,45,1.163607,0.02427475,1.491001,0.8715169,1.049256
1.5,1.882948,45,0.9526561,0.02612831,1.492086,0.82626,0.8960841
1.5,1.939693,45,0.1922714,0.08167743,2.287719,0.7916193,-0.5792569
1.5,1.978148,45,6.906269e-05,0.0007099625,0.09407914,0.07629443,0.005453515
1.5,1.997564,45,0.0001566128,4.110851e-05,0.05242816,0.004677979,0.000108255
1.6,0,45,2.634379e-15,8.621692e-18,2.134975e-13,7.809592e-16,8.31246e-30
1.6,0.009731931,45,-0.0002877685,2.86949e-05,0.04657071,0.01227659,0.0001032519
1.6,0.0387383,45,-0.0005421387,0.0002677889,0.2314021,0.07635166,0.0008290669
1.6,0.08645454,45,0.7009398,-0.04880043,1.680647,0.779642,-0.8821809
1.6,0.1519519,45,1.068047,-0.03499933,1.474496,0.8716876,-0.9508802
1.6,0.2339556,45,1.262157,-0.02751088,1.492371,0.8936527,-1.16035
1.6,0.3308694,45,1.4301,-0.01471825,1.461405,0.835617,-0.9485873
1.6,0.4408071,45,1.566621,-0.01607679,1.330492,0.7991921,-0.7856101
1.6,0.5616289,45,1.700682,-0.01396212,1.116355,0.7188925,-0.6361405
1.6,0.690983,45,1.818613,-0.005117866,0.958913,0.6471239,-0.3333959
1.6,0.8263518,45,1.921447,-0.001079782,0.7439896,0.5470584,-0.184853
1.6,0.9651005,45,1.967573,-0.0007575546,0.6401648,0.4956359,-0.05130397
1.6,1.104528,45,1.955227,-0.0003318092,0.6532062,0.526803,0.1051001
1.6,1.241922,45,1.878047,0.005136589,0.8387829,0.6016024,0.2656151
1.6,1.374607,45,1.764176,0.0074026,1.027165,0.6822041,0.4426243
1.6,1.5,45,1.640547,0.01518838,1.239184,0.754874,0.7316688
1.6,1.615661,45,1.509067,0.01342654,1.385077,0.8186264,0.8354461
1.6,1.71934,45,1.354887,0.02186575,1.472101,0.8688401,1.017237
1.6,1.809017,45,1.181313,0.03104234,1.486836,0.8601123,0.9830598
1.6,1.882948,45,0.9405026,0.04377421,1.503047,0.9149787,0.973962
1.6,1.939693,45,0.08347956,0.006009712,1.977703,0.3690312,0.3322613
1.6,1.978148,45,-0.0003044193,-0.000108669,0.05561174,0.03617724,-0.0003029221
1.6,1.997564,45,-0.0002169105,-6.742448e-06,0.03712515,0.002304316,-1.657776e-05
1.7,0,45,2.70453e-15,2.806174e-18,2.134477e-13,7.993188e-16,-6.390911e-31
1.7,0.009731931,45,5.218637e-05,-2.956587e-05,0.03473783,0.0080902,-5.660777e-05
1.7,0.0387383,45,-0.0001186556,-0.00023795,0.2192893,0.04846664,-0.001806839
1.7,0.08645454,45,0.04210566,-0.02956375,4.595008,0.4946721,-0.2933087
1.7,0.1519519,45,1.090971,-0.0283903,1.457418,0.849959,-0.7948975
1.7,0.2339556,45,1.274862,-0.0237411,1.46945,0.8748105,-0.8873905
1.7,0.3308694,45,1.433294,-0.01715236,1.453821,0.8585339,-0.8992351
1.7,0.4408071,45,1.564793,-0.01675247,1.315194,0.8054963,-0.8526832
1.7,0.5616289,45,1.696419,-0.01258786,1.112745,0.7354902,-0.5733994
1.7,0.690983,45,1.818046,-0.005899292,0.9486022,0.6416678,-0.3831727
1.7,0.8263518,45,1.924177,0.0006819775,0.7247109,0.5432486,-0.1390453
1.7,0.9651005,45,1.966209,0.0008038877,0.6393052,0.4991436,-0.0407411
1.7,1.104528,45,1.955843,-0.001415681,0.6766938,0.5163045,0.08080682
1.7,1.241922,45,1.879096,0.001025013,0.8244443,0.5745961,0.2144678
1.7,1.374607,45,1.766104,0.009476511,1.015404,0.6936251,0.4662799
1.7,1.5,45,1.638826,0.01379946,1.212822,0.748774,0.653401
1.7,1.615661,45,1.501361,0.01899062,1.415287,0.8467231,0.9821701
1.7,1.71934,45,1.365376,0.01695768,1.446557,0.8610104,0.9252608
1.7,1.809017,45,1.20044,0.01886242,1.477464,0.8356561,0.9317674
1.7,1.882948,45,0.9793117,0.05607175,1.465001,0.826055,0.5419732
1.7,1.939693,45,-0.0004452306,0.001317345,2.19478,0.1490082,0.05234359
1.7,1.978148,45,4.578175e-06,0.000117333,0.03920073,0.02341242,0.0002538437
1.7,1.997564,45,1.150817e-05,7.371689e-06,0.02806052,0.001521325,7.296721e-06
1.8,0,45,2.715547e-15,-1.796158e-18,2.141213e-13,7.746321e-16,2.882734e-31
1.8,0.009731931,45,0.0001083384,1.976929e-05,0.03219753,0.007753499,-5.364339e-05
1.8,0.0387383,45,0.0001061407,8.905302e-05,0.2173454,0.04685307,-0.0006931948
1.8,0.08645454,45,0.4966028,-0.010703,1.897875,0.5579328,-0.7686539
1.8,0.1519519,45,1.100283,0.002089231,1.479776,0.8498114,-0.8780474
1.8,0.2339556,45,1.280755,-0.007085286,1.499356,0.8522765,-0.8938731
1.8,0.3308694,45,1.435924,-0.009923293,1.380447,0.8190808,-0.8284002
1.8,0.4408071,45,1.565202,-0.01415657,1.298577,0.7941634,-0.7403359
1.8,0.5616289,45,1.695971,-0.01458495,1.11891,0.7041558,-0.5423401
1.8,0.690983,45,1.820206,-0.002504424,0.9446113,0.6326788,-0.3613933
1.8,0.8263518,45,1.92235,-0.0003999135,0.7242055,0.5528895,-0.1768179
1.8,0.9651005,45,1.965713,-0.0007164748,0.6283586,0.5174909,-0.02372018
1.8,1.104528,45,1.95353,0.0009004309,0.6645789,0.5185786,0.08558002
1.8,1.241922,45,1.880048,0.001411062,0.8231231,0.5751748,0.2602772
1.8,1.374607,45,1.768125,0.005087325,1.010261,0.6695191,0.3982875
1.8,1.5,45,1.63638,0.01861617,1.190814,0.7487908,0.6462156
1.8,1.615661,45,1.506338,0.01355673,1.359218,0.8018588,0.784208
1.8,1.71934,45,1.366768,0.009653524,1.40482,0.8325096,0.8500132
1.8,1.809017,45,1.21043,0.003802832,1.468464,0.8770876,0.9056147
1.8,1.882948,45,0.9691511,-0.008530324,1.561829,0.8032355,0.8305607
1.8,1.939693,45,-0.0003783298,-5.984279e-05,2.193286,0.1330597,0.009926369
1.8,1.978148,45,9.965839e-05,-6.064333e-05,0.03626597,0.02264206,0.0002148414
1.8,1.997564,45,0.0001092319,-4.136412e-06,0.02567089,0.001462051,8.318807e-06
1.9,0,45,2.669722e-15,8.268556e-18,2.144727e-13,8.233699e-16,-1.058875e-29
1.9,0.009731931,45,0.0001377804,-2.677159e-05,0.05750718,0.0142674,0.0004752011
1.9,0.0387383,45,-0.0006593309,-0.0009001364,0.2796853,0.1872873,-0.01729861
1.9,0.08645454,45,0.6135962,0.0551487,1.655257,0.8451313,-0.7122647
1.9,0.1519519,45,1.090903,0.01669712,1.504993,0.8432129,-0.8604217
1.9,0.2339556,45,1.277765,-0.0009110534,1.472864,0.8462787,-0.8522127
1.9,0.3308694,45,1.428331,-0.008437844,1.346917,0.8252461,-0.777832
1.9,0.4408071,45,1.564341,-0.01493812,1.28315,0.8107093,-0.7448691
1.9,0.5616289,45,1.698035,-0.008342565,1.115269,0.7593624,-0.5773624
1.9,0.690983,45,1.820581,-0.005654627,0.9584539,0.6419399,-0.3850724
1.9,0.8263518,45,1.924627,0.001327104,0.7030513,0.5562865,-0.17691
1.9,0.9651005,45,1.969607,-0.0005993139,0.6428191,0.5053291,-0.03298585
1.9,1.104528,45,1.955751,-0.0009897325,0.6443358,0.5339966,0.09878968
1.9,1.241922,45,1.883623,0.000394075,0.8120987,0.5882036,0.2687422
1.9,1.374607,45,1.76512,0.007930753,1.024963,0.6834076,0.515524
1.9,1.5,45,1.639481,0.0133831,1.190489,0.7858752,0.6222
1.9,1.615661,45,1.506526,0.01153341,1.331524,0.7919452,0.7377818
1.9,1.71934,45,1.358396,0.007519423,1.41195,0.8306017,0.8297177
1.9,1.809017,45,1.205882,-0.003964422,1.457029,0.8801866,0.8049348
1.9,1.882948,45,0.9519746,-0.02721806,1.602405,0.8125016,0.8728623
1.9,1.939693,45,0.2029814,-0.0325272,1.457682,0.6767843,0.4152264
1.9,1.978148,45,7.029877e-05,6.470026e-05,0.08544288,0.04143717,-0.002436051
1.9,1.997564,45,0.0001122237,5.430547e-06,0.04438295,0.002672034,-6.281867e-05
2,0,45,2.651618e-15,2.260905e-18,2.146082e-13,7.967777e-16,7.208362e-30
2,0.009731931,45,0.0003515208,3.849188e-05,0.06933952,0.03345179,0.001614396
2,0.0387383,45,0.001146738,-0.00458714,0.6372739,0.4123208,-0.2149384
2,0.08645454,45,0.6726287,0.04249159,1.505431,0.8420568,-0.9049218
2,0.1519519,45,1.076935,0.01604421,1.510271,0.8767638,-0.8964088
2,0.2339556,45,1.272341,0.005885278,1.483452,0.8554604,-0.8822642
2,0.3308694,45,1.425221,-0.0008098871,1.421297,0.8263853,-0.8768636
2,0.4408071,45,1.565019,-0.01027601,1.290767,0.7900264,-0.7270933
2,0.5616289,45,1.700328,-0.008354198,1.11571,0.724613,-0.6023143
2,0.690983,45,1.824314,-0.0001934639,0.9169383,0.6381704,-0.3810031
2,0.8263518,45,1.922182,0.001365175,0.706984,0.5794966,-0.2024125
2,0.9651005,45,1.968565,-0.0004773669,0.6176466,0.5323827,-0.0310872
2,1.104528,45,1.955172,0.001591244,0.6311599,0.547703,0.1087656
2,1.241922,45,1.882041,-0.003054755,0.8098954,0.5942794,0.2710294
2,1.374607,45,1.762331,0.003369937,1.039219,0.6807674,0.4962579
2,1.5,45,1.635436,0.008022642,1.219594,0.7547887,0.6890073
2,1.615661,45,1.506576,0.00658243,1.34942,0.7981579,0.764585
2,1.71934,45,1.3551,-0.00135365,1.468894,0.8393035,0.871514
2,1.809017,45,1.193685,-0.009732736,1.548095,0.8795395,1.059341
2,1.882948,45,0.9348992,-0.02472783,1.55062,0.8604717,0.8849056
2,1.939693,45,0.3731148,-0.02978374,1.338889,0.7615337,1.036103
2,1.978148,45,0.0007891771,-0.0002185857,0.197283,0.1566311,-0.01206449
2,1.997564,45,0.000246304,-1.199853e-05,0.05374291,0.005967083,-0.0001925313
2.1,0,45,2.579434e-15,-1.64132e-19,2.150723e-13,7.767532e-16,1.034556e-29
2.1,0.009731931,45,-0.0002899676,-0.0001957625,0.06577663,0.01790019,-4.512868e-05
2.1,0.0387383,45,-0.0002084597,-0.00102522,0.244454,0.1376785,-0.005959529
2.1,0.08645454,45,0.6903201,0.02201535,1.572786,0.884391,-1.110883
2.1,0.1519519,45,1.063378,0.01863041,1.507433,0.8782785,-0.9081738
2.1,0.2339556,45,1.263988,0.006807538,1.485246,0.8371524,-0.8213764
2.1,0.3308694,45,1.422821,-0.004762148,1.443788,0.8555196,-0.9606429
2.1,0.4408071,45,1.564391,-0.01082922,1.314984,0.8071063,-0.8510604
2.1,0.5616289,45,1.701011,-0.001875155,1.136085,0.7030998,-0.5684415
2.1,0.690983,45,1.821783,0.00173817,0.9347979,0.6349868,-0.4163243
2.1,0.8263518,45,1.916345,0.0071283,0.7445972,0.555524,-0.1813262
2.1,0.9651005,45,1.963897,-5.619556e-05,0.6239028,0.5464842,-0.03209228
2.1,1.104528,45,1.954293,-0.0013827,0.639716,0.5453196,0.1045415
2.1,1.241922,45,1.877445,-0.003345772,0.8284741,0.5818898,0.2751228
2.1,1.374607,45,1.765028,-0.0007388202,1.048367,0.6570321,0.4802124
2.1,1.5,45,1.641223,0.002317683,1.211756,0.7612941,0.6439581
2.1,1.615661,45,1.50409,0.008063386,1.38748,0.8142119,0.9035761
2.1,1.71934,45,1.349456,0.00280984,1.481087,0.8683788,0.9306868
2.1,1.809017,45,1.181919,-0.008408369,1.503208,0.8795745,0.8603071
2.1,1.882948,45,0.9288351,-0.02732861,1.591801,0.8967095,0.9744628
2.1,1.939693,45,0.4324789,-0.009087267,1.576314,0.6779126,0.9016977
2.1,1.978148,45,-0.0002311323,0.0005177696,0.07898225,0.05555129,0.0004126242
2.1,1.997564,45,-0.0002449208,3.469495e-05,0.05197506,0.003340573,4.670641e-06
2.2,0,45,2.6118e-15,-3.57569e-18,2.147528e-13,8.177136e-16,5.853435e-30
2.2,0.009731931,45,-0.0005705894,0.0001659638,0.06009009,0.02006521,-0.0001074298
2.2,0.0387383,45,0.0008668876,0.001940997,0.2821761,0.1795531,-0.02946152
2.2,0.08645454,45,0.7244315,0.01696348,1.582539,0.8067355,-0.9237509
2.2,0.1519519,45,1.059856,0.004457797,1.574179,0.8708616,-1.067261
2.2,0.2339556,45,1.254401,-0.008042742,1.521614,0.860845,-1.012667
2.2,0.3308694,45,1.426186,-0.006099391,1.46958,0.8906008,-0.9474532
2.2,0.4408071,45,1.572507,-0.007815955,1.276268,0.7884841,-0.7531317
2.2,0.5616289,45,1.70108,0.003400197,1.132515,0.7038588,-0.5835974
2.2,0.690983,45,1.820254,-0.00178521,0.940852,0.6344275,-0.3809064
2.2,0.8263518,45,1.913592,0.003135581,0.7693212,0.5556242,-0.1834176
2.2,0.9651005,45,1.96186,-0.0005337197,0.6318235,0.5252451,-0.0315163
2.2,1.104528,45,1.949789,-0.0001354654,0.6702174,0.547077,0.09097299
2.2,1.241922,45,1.877552,-0.002156162,0.8405089,0.5790463,0.2703971
2.2,1.374607,45,1.769057,0.001566704,1.013796,0.6689218,0.478279
2.2,1.5,45,1.643853,0.001942478,1.21349,0.7364787,0.660627
2.2,1.615661,45,1.504623,0.008601261,1.366945,0.8202527,0.8430626
2.2,1.71934,45,1.347635,0.006516873,1.467696,0.873494,1.005974
2.2,1.809017,45,1.177489,0.001012268,1.507003,0.8733791,0.9975518
2.2,1.882948,45,0.9317543,-0.01074592,1.621787,0.8545828,1.053417
2.2,1.939693,45,0.4849395,-0.009974096,1.641863,0.6252473,0.8129779
2.2,1.978148,45,-0.000559018,-0.000556017,0.07417101,0.06401365,0.0004987392
2.2,1.997564,45,-0.0004734118,-3.037417e-05,0.04775938,0.00372755,1.550451e-05
2.3,0,45,2.634559e-15,2.443585e-18,2.15199e-13,8.094741e-16,5.204904e-30
2.3,0.009731931,45,0.000188025,0.0001675258,0.0507908,0.0232543,-0.000440909
2.3,0.0387383,45,0.0006886801,0.001169498,0.2482902,0.1599661,-0.01986824
2.3,0.08645454,45,0.7239057,-0.08467164,1.507482,0.9657294,-0.890815
2.3,0.1519519,45,1.067525,-0.01101143,1.57917,0.8542061,-1.037635
2.3,0.2339556,45,1.257648,-0.01787351,1.504292,0.8818955,-1.038967
2.3,0.3308694,45,1.422893,-0.006603905,1.470637,0.8451168,-1.00761
2.3,0.4408071,45,1.574459,-0.001581739,1.272507,0.8060266,-0.7758757
2.3,0.5616289,45,1.702963,-0.006391415,1.098068,0.7114569,-0.5396757
2.3,0.690983,45,1.820689,-0.004648165,0.9320872,0.6505249,-0.3752588
2.3,0.8263518,45,1.914241,-0.003179787,0.7686576,0.5771951,-0.2031152
2.3,0.9651005,45,1.960279,0.002535288,0.6433422,0.511056,-0.03806902
2.3,1.104528,45,1.946629,-0.0007216205,0.6904522,0.5310101,0.09476501
2.3,1.241922,45,1.875442,0.005674074,0.8410492,0.5985886,0.277213
2.3,1.374607,45,1.768629,0.00150813,1.014634,0.669582,0.4468747
2.3,1.5,45,1.65035,0.002127318,1.188425,0.7687811,0.6958719
2.3,1.615661,45,1.505644,0.0006863119,1.369225,0.8469657,0.8440575
2.3,1.71934,45,1.35374,0.008649903,1.480551,0.8753859,1.018431
2.3,1.809017,45,1.179682,0.01198355,1.497764,0.8586308,0.9718501
2.3,1.882948,45,0.9365745,0.02196841,1.619337,0.8767566,1.097592
2.3,1.939693,45,0.007894952,-0.00223641,2.379066,0.2994231,0.0289993
2.3,1.978148,45,0.0003911177,-0.0003929531,0.06562137,0.07134298,0.002939884
2.3,1.997564,45,0.0001602627,-2.338304e-05,0.04011341,0.004359768,5.931696e-05
2.4,0,45,2.642603e-15,-5.514927e-19,2.151309e-13,8.091283e-16,6.878576e-30
2.4,0.009731931,45,-0.0003507105,-3.45255e-06,0.04617985,0.01084853,3.441802e-05
2.4,0.0387383,45,-0.000522713,2.054421e-05,0.2311559,0.06618628,-0.002200925
2.4,0.08645454,45,0.7185335,-0.002313395,1.605907,0.7232653,-0.8803189
2.4,0.1519519,45,1.060288,-0.00924647,1.551282,0.878263,-1.013723
2.4,0.2339556,45,1.263904,-0.01679402,1.505905,0.8729716,-0.9991181
2.4,0.3308694,45,1.425119,-0.01333081,1.442612,0.8225082,-0.8742332
2.4,0.4408071,45,1.569789,-0.007771273,1.281818,0.7993052,-0.814227
2.4,0.5616289,45,1.701256,-0.00648186,1.115044,0.7039935,-0.4902236
2.4,0.690983,45,1.821929,-0.003073441,0.9343625,0.6317699,-0.3997625
2.4,0.8263518,45,1.914378,-0.00266387,0.769512,0.5570621,-0.2113257
2.4,0.9651005,45,1.961902,0.0003515818,0.6441237,0.5270913,-0.05285103
2.4,1.104528,45,1.946647,0.0008366662,0.6963351,0.5441043,0.1494632
2.4,1.241922,45,1.873607,0.003503718,0.8567804,0.5947777,0.3005469
2.4,1.374607,45,1.766206,0.006757367,1.01207,0.6828162,0.4797701
2.4,1.5,45,1.64677,0.006515694,1.165849,0.7605316,0.6002325
2.4,1.615661,45,1.500179,0.004688574,1.375301,0.7962645,0.8121395
2.4,1.71934,45,1.350018,0.01429892,1.49122,0.8548626,0.912021
2.4,1.809017,45,1.177118,0.0173847,1.528606,0.8777516,1.017889
2.4,1.882948,45,0.9331364,0.005803077,1.605349,0.8716985,1.013676
2.4,1.939693,45,0.001098014,-0.0008045204,2.249824,0.2050177,-0.05984697
2.4,1.978148,45,-0.0004741629,-4.759328e-05,0.05562219,0.03120031,5.669909e-05
2.4,1.997564,45,-0.000266451,-2.493503e-06,0.03675426,0.002026226,-4.217241e-06
2.5,0,45,2.659188e-15,9.076129e-19,2.145295e-13,7.957192e-16,-4.792799e-30
2.5,0.009731931,45,0.0002827677,3.631369e-06,0.0516646,0.01354613,1.397491e-05
2.5,0.0387383,45,0.0003636206,-0.0001070908,0.2439424,0.09237467,0.001038725
2.5,0.08645454,45,0.6807595,-0.007093338,1.516868,0.737327,-0.8312854
2.5,0.1519519,45,1.052509,-0.01599635,1.555791,0.847126,-0.9988037
2.5,0.2339556,45,1.265648,-0.01777848,1.495304,0.8868259,-0.9386745
2.5,0.3308694,45,1.425407,-0.007326341,1.413193,0.8451765,-0.8261132
2.5,0.4408071,45,1.570183,-0.009514081,1.252018,0.776489,-0.6968104
2.5,0.5616289,45,1.702379,0.000506013,1.08413,0.7182067,-0.4968677
2.5,0.690983,45,1.819243,0.0001156987,0.9216245,0.6575348,-0.39985
2.5,0.8263518,45,1.911547,-0.002100015,0.7784298,0.5580767,-0.2367121
2.5,0.9651005,45,1.961997,0.001407772,0.6586076,0.5107958,-0.03706181
2.5,1.104528,45,1.946085,-0.0001555619,0.7039772,0.5171923,0.1273428
2.5,1.241922,45,1.876101,0.003185143,0.8581798,0.601119,0.31394
2.5,1.374607,45,1.770396,-0.003037725,1.019518,0.6892978,0.4652337
2.5,1.5,45,1.648513,0.003741972,1.140265,0.7491926,0.5729213
2.5,1.615661,45,1.505657,0.01117282,1.355279,0.7808249,0.8077209
2.5,1.71934,45,1.360194,0.01220102,1.43556,0.8686621,0.8724969
2.5,1.809017,45,1.174107,0.0175695,1.551453,0.8380332,1.038061
2.5,1.882948,45,0.9250462,0.01440964,1.559907,0.865284,0.9271308
2.5,1.939693,45,0.2727604,-0.006412994,1.339857,0.5434495,0.5180341
2.5,1.978148,45,0.0003340833,4.794964e-05,0.0667631,0.04082633,-0.0002861126
2.5,1.997564,45,0.0002191269,1.209071e-06,0.04057456,0.002545617,3.662544e-07
2.6,0,45,2.626937e-15,-5.365145e-18,2.139337e-13,8.04317e-16,8.528927e-30
2.6,0.009731931,45,-0.0002586433,-2.412919e-05,0.04627554,0.01029034,5.30914e-05
2.6,0.0387383,45,-0.0004509549,-0.000177994,0.2276536,0.07099813,-0.000740205
2.6,0.08645454,45,0.7167849,-0.008730929,1.43303,0.7052793,-0.7382772
2.6,0.1519519,45,1.057908,-0.02489152,1.519478,0.8829835,-1.039915
2.6,0.2339556,45,1.270861,-0.01953896,1.492468,0.872505,-0.9869285
2.6,0.3308694,45,1.433101,-0.01543501,1.385003,0.8334551,-0.8338471
2.6,0.4408071,45,1.572461,-0.01035837,1.232488,0.7789676,-0.606569
2.6,0.5616289,45,1.70128,-0.009559932,1.087787,0.7298404,-0.5516956
2.6,0.690983,45,1.817697,-0.004541081,0.9447088,0.6506373,-0.414269
2.6,0.8263518,45,1.911814,-0.003067373,0.7648235,0.5390064,-0.2269129
2.6,0.9651005,45,1.963626,0.0003333056,0.6415817,0.5058959,-0.0421491
2.6,1.104528,45,1.949262,-0.000119012,0.6884592,0.5085496,0.1338676
2.6,1.241922,45,1.872441,0.003542695,0.8462274,0.5951496,0.3161839
2.6,1.374607,45,1.767273,0.004799796,1.030418,0.6776017,0.479668
2.6,1.5,45,1.645189,0.01334964,1.14122,0.7489913,0.6047452
2.6,1.615661,45,1.511426,0.01356784,1.315432,0.7926427,0.7273618
2.6,1.71934,45,1.367995,0.01676653,1.433966,0.8415169,0.8772832
2.6,1.809017,45,1.178617,0.01775777,1.532418,0.8701854,1.014175
2.6,1.882948,45,0.923029,0.02428568,1.555528,0.8470873,1.05907
2.6,1.939693,45,0.2484437,-0.030494,1.397907,0.4250128,0.1611755
2.6,1.978148,45,-0.0003165223,6.635443e-05,0.05458321,0.03073733,-0.0001290068
2.6,1.997564,45,-0.0002142211,4.145616e-06,0.03675971,0.001943214,-8.173202e-06
2.7,0,45,2.595105e-15,-1.485034e-18,2.138053e-13,7.723286e-16,-1.772624e-29
2.7,0.009731931,45,0.0002553238,9.564863e-05,0.04535266,0.01272843,-0.0001082973
2.7,0.0387383,45,0.000478477,0.0005953661,0.2286113,0.07456995,-0.002223106
2.7,0.08645454,45,0.6847676,-0.0128433,1.530283,0.6640185,-0.7249112
2.7,0.1519519,45,1.052563,-0.02163935,1.54439,0.8822341,-1.002639
2.7,0.2339556,45,1.264566,-0.01878907,1.511954,0.8760573,-0.9789479
2.7,0.3308694,45,1.434079,-0.01762989,1.37328,0.8459213,-0.8945415
2.7,0.4408071,45,1.570801,-0.01434665,1.275427,0.7994648,-0.7555405
2.7,0.5616289,45,1.702165,-0.01220613,1.105522,0.7347436,-0.5731023
2.7,0.690983,45,1.814278,-0.0109929,0.9558527,0.6531492,-0.3786681
2.7,0.8263518,45,1.914077,-0.001703847,0.759498,0.5511321,-0.2194987
2.7,0.9651005,45,1.962795,0.00190766,0.6449911,0.5034093,-0.03282085
2.7,1.104528,45,1.952397,-0.001072425,0.6824781,0.5145684,0.1388171
2.7,1.241922,45,1.874019,0.00599703,0.8343954,0.6105582,0.2848428
2.7,1.374607,45,1.764408,0.0127764,1.046905,0.6881277,0.5142836
2.7,1.5,45,1.643662,0.01385006,1.159201,0.7667978,0.6437498
2.7,1.615661,45,1.511651,0.01647123,1.312184,0.830963,0.864276
2.7,1.71934,45,1.364477,0.02024236,1.456331,0.8725848,0.9857516
2.7,1.809017,45,1.176609,0.0244451,1.551556,0.885509,1.161472
2.7,1.882948,45,0.9243494,0.01936036,1.567983,0.814823,0.8865272
2.7,1.939693,45,-0.003125951,-0.004846537,2.291978,0.283565,-0.1574132
2.7,1.978148,45,0.0002851478,-0.000265561,0.05586189,0.03712206,0.0005731094
2.7,1.997564,45,0.0002073878,-1.77217e-05,0.03568838,0.002374037,1.561245e-05
2.8,0,45,2.503425e-15,1.185072e-18,2.13857e-13,7.992695e-16,3.799971e-31
2.8,0.009731931,45,0.0001515342,6.018087e-05,0.03509008,0.01044383,1.632455e-05
2.8,0.0387383,45,-0.000152586,0.0004466382,0.2217525,0.05934213,0.001071854
2.8,0.08645454,45,0.5822037,-0.04461998,1.857702,0.6176183,-0.9818075
2.8,0.1519519,45,1.066045,-0.03297533,1.546176,0.8765003,-1.059029
2.8,0.2339556,45,1.266479,-0.01774225,1.540271,0.8692877,-0.989837
2.8,0.3308694,45,1.439576,-0.01232312,1.400135,0.8693346,-0.9357174
2.8,0.4408071,45,1.569115,-0.01061341,1.290641,0.7936284,-0.7734982
2.8,0.5616289,45,1.70166,-0.01136558,1.126307,0.7390956,-0.6298966
2.8,0.690983,45,1.817888,-0.008474152,0.9440569,0.6389318,-0.3781842
2.8,0.8263518,45,1.915466,-0.005385754,0.7610107,0.5503725,-0.2571637
2.8,0.9651005,45,1.96335,-0.0001236604,0.6703649,0.527085,-0.04680634
2.8,1.104528,45,1.950765,0.00156733,0.681668,0.5261074,0.1510494
2.8,1.241922,45,1.877645,0.00788277,0.8462031,0.5960619,0.3014467
