x,dist
2.0519,0.083472
2.0552,0.083899
2.0586,0.084994
2.0619,0.086576
2.0652,0.088479
2.0686,0.090458
2.0719,0.09226
2.0752,0.093678
2.0786,0.094511
2.0819,0.094775
2.0852,0.09452
2.0885,0.093918
2.0919,0.093259
2.0952,0.092806
2.0985,0.092849
2.1019,0.093493
2.1052,0.094764
2.1085,0.096533
2.1119,0.098461
2.1152,0.10018
2.1185,0.10121
2.1219,0.10125
2.1252,0.10005
2.1285,0.097485
2.1318,0.093861
2.1352,0.089504
2.1385,0.084954
2.1418,0.080787
2.1452,0.077532
2.1485,0.075716
2.1518,0.075374
2.1552,0.076535
2.1585,0.078988
2.1618,0.082163
2.1652,0.085574
2.1685,0.088615
2.1718,0.090886
2.1752,0.092107
2.1785,0.092116
2.1818,0.091179
2.1851,0.089537
2.1885,0.087611
2.1918,0.085821
2.1951,0.084498
2.1985,0.083943
2.2018,0.084127
2.2051,0.084982
2.2085,0.086348
2.2118,0.087865
2.2151,0.089293
2.2185,0.09036
2.2218,0.090953
2.2251,0.091044
2.2284,0.090664
2.2318,0.090019
2.2351,0.089269
2.2384,0.088613
2.2418,0.088178
2.2451,0.088042
2.2484,0.088243
2.2518,0.088714
2.2551,0.089384
2.2584,0.090172
2.2618,0.090978
2.2651,0.091739
2.2684,0.092389
2.2718,0.092894
2.2751,0.093196
2.2784,0.09321
2.2817,0.092872
2.2851,0.092096
2.2884,0.090748
2.2917,0.088822
2.2951,0.086315
2.2984,0.083246
2.3017,0.079841
2.3051,0.076303
2.3084,0.072944
2.3117,0.070064
2.3151,0.067909
2.3184,0.066806
2.3217,0.06676
2.325,0.067784
2.3284,0.069862
2.3317,0.072672
2.335,0.075972
2.3384,0.07948
2.3417,0.082864
2.345,0.085919
2.3484,0.088366
2.3517,0.090164
2.355,0.091265
2.3584,0.091591
2.3617,0.09128
2.365,0.090411
2.3684,0.089048
2.3717,0.087377
2.375,0.085535
2.3783,0.083701
2.3817,0.082039
2.385,0.080723
2.3883,0.079962
2.3917,0.079818
2.395,0.080343
