x,y,U,V,W,urms,vrms,wrms,uv,uw,vw
0,1,1.7283,2.4876e-20,-0.0021288,0.066843,0.053136,0.052747,-1.0826e-05,-0.0036629,-3.2395e-06
0,1.0079,1.7283,-2.1247e-20,-0.0021475,0.066749,0.053135,0.052768,4.2108e-05,-0.0036964,-3.3201e-06
0,1.0157,1.7282,3.2978e-20,-0.0021664,0.066704,0.053146,0.052811,9.505e-05,-0.0037303,-3.4042e-06
0,1.0236,1.728,7.3259e-20,-0.0021859,0.066707,0.053171,0.052876,0.00014799,-0.0037648,-3.4887e-06
0,1.0314,1.7277,-7.6647e-21,-0.0022063,0.066758,0.053208,0.052964,0.00020093,-0.0038005,-3.5768e-06
0,1.0393,1.7274,8.2219e-21,-0.0022279,0.066858,0.053258,0.053076,0.00025386,-0.0038377,-3.6663e-06
0,1.0471,1.7269,2.4184e-20,-0.0022508,0.067006,0.053322,0.053211,0.00030678,-0.0038765,-3.7509e-06
0,1.055,1.7264,7.8273e-20,-0.0022747,0.067201,0.053399,0.05337,0.0003597,-0.0039162,-3.8266e-06
0,1.0628,1.7258,3.614e-22,-0.0022989,0.067441,0.053489,0.053552,0.00041261,-0.003956,-3.8848e-06
0,1.0706,1.7251,7.5864e-20,-0.0023231,0.067726,0.053591,0.053757,0.00046551,-0.0039949,-3.9244e-06
0,1.0785,1.7243,-8.9627e-20,-0.0023469,0.068053,0.053706,0.053986,0.00051839,-0.0040328,-3.9624e-06
0,1.0863,1.7235,-4.7735e-20,-0.0023704,0.06842,0.053834,0.054236,0.00057126,-0.0040699,-4.0077e-06
0,1.0941,1.7225,-4.394e-20,-0.0023935,0.068826,0.053973,0.054505,0.0006241,-0.0041058,-4.0496e-06
0,1.1019,1.7215,-5.0747e-20,-0.0024156,0.069269,0.054125,0.054791,0.00067693,-0.0041395,-4.0756e-06
0,1.1097,1.7204,8.011e-21,-0.0024355,0.06975,0.054287,0.055093,0.00072974,-0.0041692,-4.0754e-06
0,1.1175,1.7192,2.0133e-20,-0.0024521,0.070266,0.054461,0.055409,0.00078253,-0.0041928,-4.0455e-06
0,1.1253,1.718,-3.0448e-20,-0.0024642,0.070816,0.054644,0.055737,0.00083532,-0.0042085,-3.9899e-06
0,1.1331,1.7166,3.2933e-20,-0.0024711,0.071398,0.054836,0.056079,0.00088809,-0.0042149,-3.9133e-06
0,1.1409,1.7152,5.2313e-20,-0.0024721,0.072009,0.055036,0.056432,0.00094084,-0.0042111,-3.8232e-06
0,1.1487,1.7138,6.1363e-20,-0.0024667,0.072649,0.055245,0.056794,0.00099355,-0.0041966,-3.7249e-06
0,1.1564,1.7122,-1.4095e-20,-0.0024548,0.073314,0.05546,0.057163,0.0010462,-0.004171,-3.6163e-06
0,1.1642,1.7106,9.3211e-21,-0.0024357,0.074002,0.055683,0.057538,0.0010988,-0.0041337,-3.495e-06
0,1.1719,1.7089,6.2869e-21,-0.0024091,0.074711,0.055913,0.05792,0.0011513,-0.0040841,-3.3602e-06
0,1.1797,1.7072,-2.0705e-20,-0.0023745,0.075437,0.056149,0.058311,0.0012038,-0.0040214,-3.2201e-06
0,1.1874,1.7053,-9.5846e-21,-0.0023317,0.076177,0.056391,0.058713,0.0012562,-0.0039456,-3.0794e-06
0,1.1951,1.7035,-1.3711e-20,-0.002281,0.076928,0.056639,0.059126,0.0013085,-0.0038566,-2.9321e-06
0,1.2028,1.7015,7.8416e-20,-0.0022223,0.077688,0.056893,0.059552,0.0013608,-0.0037546,-2.7834e-06
0,1.2105,1.6995,-7.5089e-20,-0.0021563,0.078457,0.057153,0.059992,0.0014129,-0.0036404,-2.6509e-06
0,1.2181,1.6975,3.8406e-20,-0.0020841,0.079232,0.057418,0.060445,0.001465,-0.003516,-2.5525e-06
0,1.2258,1.6953,2.5787e-20,-0.0020074,0.080013,0.057688,0.060908,0.0015169,-0.0033844,-2.499e-06
0,1.2334,1.6932,2.4997e-20,-0.001928,0.080799,0.057965,0.061381,0.0015688,-0.0032488,-2.4841e-06
0,1.2411,1.6909,1.3989e-20,-0.0018478,0.081589,0.058247,0.061862,0.0016206,-0.0031122,-2.495e-06
0,1.2487,1.6886,-6.14e-21,-0.0017678,0.082382,0.058535,0.062352,0.0016724,-0.0029764,-2.528e-06
0,1.2563,1.6863,-2.8592e-20,-0.001689,0.083178,0.058829,0.06285,0.0017241,-0.0028427,-2.5824e-06
0,1.2639,1.6839,-5.7259e-20,-0.0016121,0.083975,0.05913,0.063356,0.0017756,-0.0027126,-2.6553e-06
0,1.2714,1.6815,1.32e-19,-0.001538,0.084773,0.059437,0.06387,0.0018271,-0.0025871,-2.7377e-06
0,1.279,1.679,-3.6554e-20,-0.0014665,0.085572,0.059751,0.06439,0.0018785,-0.002466,-2.8188e-06
0,1.2865,1.6765,4.2314e-21,-0.0013972,0.086371,0.060072,0.064915,0.0019298,-0.0023487,-2.8919e-06
0,1.294,1.6739,3.4484e-20,-0.0013298,0.087169,0.060399,0.065446,0.0019811,-0.0022345,-2.9581e-06
0,1.3015,1.6713,1.1093e-19,-0.0012637,0.087963,0.060733,0.065981,0.0020322,-0.0021226,-3.0238e-06
0,1.309,1.6687,-3.8248e-20,-0.0011986,0.088754,0.061071,0.066521,0.0020832,-0.0020127,-3.092e-06
0,1.3165,1.666,-3.6291e-20,-0.0011343,0.089543,0.061414,0.067064,0.0021341,-0.0019041,-3.1538e-06
0,1.3239,1.6633,-3.8339e-20,-0.00107,0.09033,0.061761,0.06761,0.0021848,-0.0017958,-3.1974e-06
0,1.3313,1.6605,-3.4875e-20,-0.0010051,0.091113,0.062112,0.068157,0.0022355,-0.0016863,-3.2208e-06
0,1.3387,1.6577,1.1685e-20,-0.00093867,0.091892,0.062465,0.068704,0.002286,-0.0015744,-3.2452e-06
0,1.3461,1.6549,-7.9855e-20,-0.00087096,0.092667,0.06282,0.069251,0.0023363,-0.0014605,-3.2895e-06
0,1.3535,1.652,-6.6648e-20,-0.00080265,0.09344,0.063177,0.069797,0.0023865,-0.001346,-3.3483e-06
0,1.3608,1.6491,-5.1469e-20,-0.0007344,0.094212,0.063535,0.070343,0.0024365,-0.0012322,-3.4151e-06
0,1.3681,1.6462,4.9647e-20,-0.00066687,0.094983,0.063894,0.070888,0.0024864,-0.0011202,-3.4919e-06
0,1.3754,1.6432,-4.891e-20,-0.00060087,0.095752,0.064253,0.071435,0.002536,-0.0010113,-3.5818e-06
0,1.3827,1.6402,-2.8641e-20,-0.00053728,0.09652,0.064613,0.071984,0.0025854,-0.00090681,-3.6765e-06
0,1.3899,1.6372,3.614e-22,-0.00047669,0.097284,0.064973,0.072536,0.0026346,-0.00080746,-3.7651e-06
0,1.3971,1.6341,4.1802e-20,-0.00041943,0.098044,0.065334,0.073092,0.0026836,-0.0007136,-3.8494e-06
0,1.4043,1.631,-2.4515e-20,-0.00036566,0.0988,0.065695,0.07365,0.0027325,-0.00062541,-3.9318e-06
0,1.4115,1.6278,5.5294e-20,-0.00031541,0.099552,0.066055,0.074209,0.0027811,-0.00054283,-4.0089e-06
0,1.4187,1.6247,2.1383e-20,-0.00026862,0.1003,0.066416,0.074769,0.0028296,-0.00046572,-4.0815e-06
0,1.4258,1.6215,2.6804e-21,-0.00022525,0.10104,0.066775,0.075329,0.0028779,-0.00039403,-4.1469e-06
0,1.4329,1.6182,1.1203e-20,-0.00018514,0.10179,0.067134,0.07589,0.0029259,-0.00032755,-4.2024e-06
0,1.4399,1.6149,3.2406e-20,-0.00014807,0.10252,0.067491,0.076452,0.0029738,-0.000266,-4.2576e-06
0,1.447,1.6116,-6.7763e-20,-0.00011418,0.10326,0.067846,0.077018,0.0030215,-0.00020978,-4.3141e-06
0,1.454,1.6083,-8.0954e-20,-8.4159e-05,0.10399,0.0682,0.077587,0.0030691,-0.00016005,-4.3643e-06
0,1.461,1.6049,-1.4516e-20,-5.8824e-05,0.10473,0.068553,0.078159,0.0031165,-0.00011803,-4.424e-06
0,1.4679,1.6015,-7.5894e-21,-3.8852e-05,0.10546,0.068905,0.078729,0.0031637,-8.4555e-05,-4.513e-06
0,1.4749,1.5981,6.975e-20,-2.4725e-05,0.10618,0.069257,0.079295,0.0032107,-6.0118e-05,-4.6308e-06
0,1.4818,1.5947,-4.2103e-20,-1.6826e-05,0.10691,0.069609,0.079851,0.0032575,-4.5088e-05,-4.7521e-06
0,1.4886,1.5912,-1.1143e-20,-1.5002e-05,0.10763,0.069962,0.080396,0.003304,-3.9094e-05,-4.8447e-06
0,1.4955,1.5878,-1.0481e-19,-1.8189e-05,0.10835,0.070315,0.08093,0.0033503,-4.0491e-05,-4.8972e-06
0,1.5023,1.5843,3.6321e-20,-2.4959e-05,0.10907,0.070667,0.081453,0.0033964,-4.7204e-05,-4.9252e-06
0,1.509,1.5807,1.804e-20,-3.4149e-05,0.10978,0.071018,0.081968,0.0034422,-5.7508e-05,-4.9361e-06
0,1.5158,1.5772,-6.8184e-20,-4.4792e-05,0.11048,0.071366,0.082475,0.0034878,-6.9852e-05,-4.9216e-06
0,1.5225,1.5736,4.3519e-20,-5.603e-05,0.11118,0.071713,0.082977,0.0035332,-8.292e-05,-4.8733e-06
0,1.5292,1.57,-7.6527e-20,-6.725e-05,0.11188,0.072056,0.083475,0.0035784,-9.5979e-05,-4.794e-06
0,1.5358,1.5664,1.3141e-19,-7.7866e-05,0.11258,0.072396,0.083968,0.0036234,-0.00010843,-4.6898e-06
0,1.5424,1.5628,9.2293e-20,-8.7209e-05,0.11328,0.072733,0.084459,0.0036681,-0.00011948,-4.5818e-06
0,1.549,1.5591,-1.1038e-20,-9.4956e-05,0.11397,0.073065,0.084948,0.0037126,-0.00012873,-4.4937e-06
0,1.5556,1.5554,7.7016e-20,-0.00010132,0.11466,0.073394,0.085435,0.0037568,-0.00013647,-4.444e-06
0,1.5621,1.5517,-7.5638e-20,-0.00010685,0.11535,0.073719,0.085919,0.0038007,-0.00014339,-4.4194e-06
0,1.5686,1.548,3.4333e-21,-0.00011186,0.11604,0.074041,0.086398,0.0038443,-0.00014982,-4.3796e-06
0,1.575,1.5442,9.547e-20,-0.00011601,0.11672,0.07436,0.08687,0.0038876,-0.0001552,-4.2918e-06
0,1.5814,1.5405,-5.2704e-22,-0.00011847,0.1174,0.074677,0.087334,0.0039306,-0.00015828,-4.1535e-06
0,1.5878,1.5367,-2.7662e-20,-0.00011825,0.11808,0.074992,0.08779,0.0039733,-0.00015755,-3.9837e-06
0,1.5941,1.5328,6.3486e-20,-0.00011457,0.11875,0.075305,0.088237,0.0040158,-0.00015174,-3.8052e-06
0,1.6004,1.529,1.2366e-19,-0.0001069,0.11942,0.075616,0.088676,0.004058,-0.00013998,-3.6076e-06
0,1.6067,1.5251,1.2468e-20,-9.4817e-05,0.12008,0.075925,0.08911,0.0040999,-0.00012161,-3.3823e-06
0,1.6129,1.5212,-1.2498e-20,-7.8319e-05,0.12074,0.076231,0.089538,0.0041415,-9.6627e-05,-3.1629e-06
0,1.6191,1.5172,7.4509e-20,-5.8276e-05,0.12139,0.076534,0.089961,0.0041829,-6.6355e-05,-2.9872e-06
0,1.6252,1.5133,1.2107e-20,-3.6406e-05,0.12204,0.076835,0.09038,0.004224,-3.3523e-05,-2.8788e-06
0,1.6314,1.5093,-3.3219e-20,-1.4909e-05,0.12268,0.077133,0.090794,0.0042648,-1.6467e-06,-2.823e-06
0,1.6374,1.5053,-4.4031e-20,4.3854e-06,0.12332,0.077429,0.091204,0.0043053,2.6401e-05,-2.7758e-06
0,1.6435,1.5012,1.9787e-20,2.0535e-05,0.12396,0.077721,0.091609,0.0043456,4.9221e-05,-2.73e-06
0,1.6494,1.4972,-5.7945e-20,3.3259e-05,0.12459,0.078011,0.092011,0.0043855,6.6435e-05,-2.6897e-06
0,1.6554,1.4931,1.8191e-20,4.2913e-05,0.12523,0.078297,0.09241,0.0044252,7.8545e-05,-2.6319e-06
0,1.6613,1.489,2.4982e-20,5.0587e-05,0.12586,0.078582,0.092808,0.0044646,8.7144e-05,-2.5283e-06
0,1.6672,1.4848,6.2507e-20,5.7746e-05,0.1265,0.078863,0.093206,0.0045037,9.4392e-05,-2.3831e-06
0,1.673,1.4807,2.4123e-20,6.5656e-05,0.12713,0.079143,0.093605,0.0045424,0.00010218,-2.2172e-06
0,1.6788,1.4765,2.7768e-20,7.5163e-05,0.12776,0.079421,0.094006,0.0045808,0.00011188,-2.0529e-06
0,1.6845,1.4723,1.1399e-20,8.674e-05,0.12838,0.079697,0.094408,0.0046188,0.00012438,-1.8896e-06
0,1.6903,1.4681,-2.5238e-20,0.00010068,0.129,0.079971,0.094809,0.0046566,0.0001403,-1.7279e-06
0,1.6959,1.4638,2.7226e-20,0.00011695,0.12962,0.080242,0.09521,0.004694,0.00015965,-1.5811e-06
0,1.7015,1.4595,1.0505e-19,0.00013504,0.13024,0.080511,0.09561,0.0047311,0.00018163,-1.4591e-06
0,1.7071,1.4552,-1.8672e-21,0.0001542,0.13085,0.080776,0.096008,0.0047679,0.00020512,-1.3628e-06
0,1.7126,1.4509,3.1156e-20,0.00017382,0.13147,0.081038,0.096406,0.0048043,0.00022925,-1.2831e-06
0,1.7181,1.4465,7.5668e-20,0.00019374,0.13208,0.081295,0.096806,0.0048404,0.00025384,-1.2122e-06
0,1.7236,1.4421,2.8295e-20,0.00021432,0.1327,0.081547,0.097209,0.0048762,0.00027937,-1.1724e-06
0,1.729,1.4377,1.4305e-20,0.00023573,0.13332,0.081794,0.097615,0.0049117,0.00030598,-1.1759e-06
0,1.7343,1.4332,-1.5028e-20,0.00025785,0.13393,0.082034,0.098025,0.0049468,0.00033334,-1.2065e-06
0,1.7396,1.4288,-3.3128e-21,0.0002804,0.13455,0.082268,0.098438,0.0049815,0.00036087,-1.265e-06
0,1.7449,1.4243,2.526e-20,0.00030256,0.13516,0.082496,0.098851,0.0050159,0.00038728,-1.374e-06
0,1.7501,1.4198,1.0127e-20,0.00032287,0.13578,0.082717,0.099262,0.0050498,0.00041062,-1.5442e-06
0,1.7553,1.4152,1.173e-20,0.00033995,0.13639,0.082932,0.099669,0.0050834,0.00042911,-1.7601e-06
0,1.7604,1.4106,3.5214e-20,0.00035294,0.137,0.083141,0.10007,0.0051166,0.0004417,-1.9817e-06
0,1.7655,1.406,8.0901e-20,0.00036169,0.13762,0.083344,0.10047,0.0051494,0.00044826,-2.1878e-06
0,1.7705,1.4014,2.8076e-20,0.00036643,0.13824,0.08354,0.10087,0.0051818,0.00044913,-2.3906e-06
0,1.7755,1.3967,1.4633e-20,0.00036747,0.13886,0.083729,0.10127,0.0052138,0.00044472,-2.6097e-06
0,1.7804,1.3921,-3.6976e-20,0.00036499,0.13949,0.083911,0.10167,0.0052453,0.00043535,-2.8453e-06
0,1.7853,1.3873,-1.1237e-20,0.00035934,0.14013,0.084086,0.10206,0.0052764,0.00042159,-3.067e-06
0,1.7902,1.3826,5.8916e-22,0.00035138,0.14079,0.084252,0.10246,0.0053071,0.00040489,-3.239e-06
0,1.7949,1.3778,-2.6725e-20,0.00034224,0.14145,0.084411,0.10285,0.0053373,0.00038708,-3.349e-06
0,1.7997,1.3729,-8.9906e-20,0.00033284,0.14213,0.084561,0.10325,0.005367,0.00036962,-3.4187e-06
0,1.8044,1.3681,4.2416e-20,0.00032337,0.14281,0.084702,0.10364,0.0053964,0.00035288,-3.4829e-06
0,1.809,1.3632,-3.0388e-20,0.00031327,0.14352,0.084834,0.10404,0.0054253,0.00033614,-3.5542e-06
0,1.8136,1.3582,6.704e-20,0.00030174,0.14423,0.084955,0.10444,0.0054538,0.00031828,-3.6348e-06
0,1.8181,1.3532,-1.628e-19,0.00028815,0.14497,0.085065,0.10484,0.0054817,0.00029827,-3.7415e-06
0,1.8226,1.3482,-3.7194e-20,0.00027192,0.14573,0.085163,0.10524,0.0055091,0.00027506,-3.893e-06
0,1.8271,1.3431,1.1292e-19,0.00025237,0.1465,0.085248,0.10563,0.0055359,0.00024764,-4.0827e-06
0,1.8315,1.338,-1.3191e-20,0.00022913,0.14731,0.08532,0.10603,0.0055621,0.00021548,-4.2888e-06
0,1.8358,1.3329,-5.6996e-21,0.00020232,0.14814,0.085376,0.10642,0.0055878,0.0001787,-4.4986e-06
0,1.8401,1.3276,4.2465e-20,0.00017209,0.149,0.085415,0.1068,0.0056128,0.00013756,-4.7143e-06
0,1.8443,1.3224,1.0285e-20,0.0001384,0.14989,0.085437,0.10718,0.0056374,9.2107e-05,-4.9329e-06
0,1.8485,1.317,1.5357e-19,0.00010109,0.15082,0.08544,0.10756,0.0056614,4.229e-05,-5.145e-06
0,1.8526,1.3117,2.9575e-20,5.9975e-05,0.15178,0.085422,0.10793,0.0056846,-1.1974e-05,-5.34e-06
0,1.8567,1.3062,-4.1832e-20,1.4993e-05,0.15278,0.085382,0.10829,0.0057072,-7.0603e-05,-5.5029e-06
0,1.8607,1.3007,-2.1262e-20,-3.3408e-05,0.15383,0.085319,0.10864,0.005729,-0.00013284,-5.6258e-06
0,1.8647,1.2951,8.4628e-21,-8.4159e-05,0.15492,0.085231,0.10898,0.00575,-0.00019721,-5.7165e-06
0,1.8686,1.2894,-6.8425e-20,-0.00013592,0.15607,0.085115,0.10932,0.0057703,-0.00026202,-5.7948e-06
0,1.8725,1.2836,-3.7465e-20,-0.00018758,0.15727,0.084971,0.10963,0.0057896,-0.00032606,-5.879e-06
0,1.8763,1.2778,4.8187e-20,-0.00023855,0.15853,0.084796,0.10994,0.0058079,-0.00038869,-5.9641e-06
0,1.8801,1.2718,3.9603e-20,-0.00028844,0.15985,0.084587,0.11023,0.0058253,-0.0004495,-6.019e-06
0,1.8838,1.2657,-5.8487e-20,-0.00033669,0.16124,0.084342,0.11051,0.0058416,-0.00050787,-6.012e-06
0,1.8874,1.2595,-2.0871e-20,-0.00038257,0.1627,0.084057,0.11077,0.0058568,-0.00056302,-5.934e-06
0,1.891,1.2532,-8.4026e-21,-0.0004254,0.16423,0.083731,0.11102,0.0058707,-0.00061421,-5.8031e-06
0,1.8945,1.2467,2.8129e-20,-0.00046474,0.16584,0.083361,0.11125,0.0058832,-0.00066082,-5.6468e-06
0,1.898,1.2401,-8.7474e-20,-0.0005002,0.16752,0.082943,0.11147,0.0058941,-0.0007023,-5.4846e-06
0,1.9015,1.2333,-9.1073e-20,-0.00053144,0.16929,0.082475,0.11166,0.0059033,-0.00073818,-5.327e-06
0,1.9048,1.2263,-1.3831e-20,-0.00055828,0.17115,0.081954,0.11183,0.0059107,-0.00076832,-5.1797e-06
0,1.9081,1.219,-2.571e-20,-0.00058083,0.17309,0.081376,0.11197,0.0059162,-0.00079288,-5.0391e-06
0,1.9114,1.2116,1.1753e-20,-0.00059935,0.17512,0.080738,0.11209,0.0059195,-0.00081219,-4.8944e-06
0,1.9146,1.2039,-3.9916e-20,-0.00061411,0.17725,0.080038,0.11218,0.0059205,-0.00082654,-4.7363e-06
0,1.9178,1.1959,2.0796e-20,-0.00062531,0.17947,0.07927,0.11223,0.0059189,-0.00083629,-4.5658e-06
0,1.9208,1.1875,-1.551e-21,-0.00063324,0.18179,0.078433,0.11225,0.0059144,-0.00084196,-4.3898e-06
0,1.9239,1.1789,1.6301e-20,-0.00063825,0.18419,0.077522,0.11223,0.0059065,-0.00084407,-4.2132e-06
0,1.9269,1.1698,4.6395e-20,-0.00064064,0.18668,0.076536,0.11217,0.0058951,-0.00084289,-4.0344e-06
0,1.9298,1.1604,1.6568e-20,-0.00064047,0.18925,0.07547,0.11206,0.0058796,-0.0008384,-3.8536e-06
0,1.9326,1.1505,4.2073e-20,-0.00063775,0.1919,0.074322,0.11191,0.0058596,-0.00083052,-3.6795e-06
0,1.9354,1.14,1.0443e-20,-0.00063264,0.19462,0.073089,0.11171,0.0058347,-0.00081938,-3.5263e-06
0,1.9382,1.129,1.2965e-20,-0.00062545,0.1974,0.071769,0.11145,0.0058043,-0.00080533,-3.407e-06
0,1.9409,1.1174,-9.4868e-21,-0.00061666,0.20023,0.070359,0.11114,0.0057678,-0.0007889,-3.3263e-06
0,1.9435,1.1052,-1.443e-20,-0.00060678,0.20309,0.068857,0.11076,0.0057245,-0.00077066,-3.2759e-06
0,1.9461,1.0922,3.5011e-21,-0.00059621,0.20597,0.067263,0.1103,0.0056737,-0.00075102,-3.2416e-06
0,1.9486,1.0784,5.3683e-21,-0.0005852,0.20884,0.065575,0.10976,0.0056145,-0.00073025,-3.2154e-06
0,1.9511,1.0637,7.3033e-22,-0.00057395,0.21167,0.063792,0.10914,0.005546,-0.00070852,-3.1971e-06
0,1.9535,1.0481,-8.5456e-21,-0.00056268,0.21444,0.061916,0.10842,0.0054673,-0.00068604,-3.1882e-06
0,1.9558,1.0314,-9.8256e-21,-0.00055155,0.21711,0.059948,0.1076,0.0053771,-0.00066298,-3.1865e-06
0,1.9581,1.0137,-5.805e-21,-0.00054068,0.21964,0.057889,0.10668,0.0052743,-0.0006395,-3.1859e-06
0,1.9603,0.99471,3.4333e-21,-0.00053007,0.22197,0.055743,0.10563,0.0051575,-0.00061568,-3.181e-06
0,1.9625,0.97443,1.6459e-20,-0.00051964,0.22406,0.053515,0.10447,0.0050255,-0.00059155,-3.1685e-06
0,1.9646,0.95276,-7.8529e-21,-0.0005093,0.22585,0.05121,0.10317,0.004877,-0.00056707,-3.1455e-06
0,1.9666,0.92959,-2.8347e-21,-0.0004989,0.22727,0.048835,0.10175,0.0047106,-0.00054216,-3.1081e-06
0,1.9686,0.90485,-3.0493e-21,-0.00048826,0.22823,0.046398,0.10019,0.0045254,-0.0005167,-3.053e-06
0,1.9705,0.87844,-1.3485e-20,-0.00047719,0.22867,0.043908,0.098489,0.0043206,-0.00049059,-2.9783e-06
0,1.9724,0.85031,-6.0789e-21,-0.00046547,0.2285,0.041377,0.096646,0.0040956,-0.00046373,-2.8836e-06
0,1.9742,0.8204,-2.7548e-20,-0.00045292,0.22761,0.038814,0.094661,0.0038508,-0.00043603,-2.7677e-06
0,1.9759,0.78871,2.4169e-20,-0.00043933,0.2259,0.036232,0.092531,0.003587,-0.00040742,-2.6279e-06
0,1.9776,0.75523,5.5179e-21,-0.00042451,0.22329,0.033645,0.090258,0.003306,-0.00037786,-2.4613e-06
0,1.9792,0.72003,-1.2274e-20,-0.00040829,0.21968,0.031066,0.087841,0.0030106,-0.0003474,-2.2667e-06
0,1.9808,0.68322,6.1683e-21,-0.00039056,0.21497,0.028508,0.085279,0.0027047,-0.00031618,-2.0463e-06
0,1.9823,0.64495,-2.1703e-21,-0.0003713,0.2091,0.025985,0.08257,0.0023932,-0.00028451,-1.8063e-06
0,1.9837,0.60544,5.4116e-21,-0.00035059,0.20203,0.023513,0.07971,0.0020819,-0.00025281,-1.5562e-06
0,1.9851,0.56496,6.3584e-21,-0.00032862,0.19374,0.021104,0.076691,0.0017773,-0.00022161,-1.3073e-06
0,1.9864,0.52382,5.3438e-21,-0.00030568,0.18428,0.018773,0.073506,0.001486,-0.00019149,-1.0706e-06
0,1.9877,0.48238,-1.0033e-21,-0.0002821,0.17372,0.016535,0.070144,0.0012144,-0.00016298,-8.5509e-07
0,1.9889,0.44101,3.2168e-21,-0.00025823,0.1622,0.014402,0.066596,0.00096786,-0.00013657,-6.6658e-07
0,1.99,0.40012,7.6515e-22,-0.00023443,0.14989,0.012391,0.062853,0.0007507,-0.0001126,-5.0743e-07
0,1.9911,0.36007,-2.1006e-21,-0.00021101,0.13702,0.010512,0.058915,0.00056533,-9.1278e-05,-3.7721e-07
0,1.9921,0.32122,-2.5703e-21,-0.00018824,0.12382,0.0087797,0.054786,0.00041239,-7.2688e-05,-2.736e-07
0,1.9931,0.28388,-5.0163e-22,-0.00016635,0.11057,0.0072034,0.05048,0.00029065,-5.6795e-05,-1.9328e-07
0,1.994,0.24834,1.9011e-22,-0.00014549,0.097492,0.0057917,0.046022,0.00019737,-4.3474e-05,-1.3261e-07
0,1.9948,0.21481,2.1505e-22,-0.00012582,0.084824,0.0045499,0.041449,0.00012874,-3.2532e-05,-8.8005e-08
0,1.9956,0.18345,-3.0823e-22,-0.00010744,0.07275,0.0034802,0.036806,8.0341e-05,-2.3733e-05,-5.6191e-08
0,1.9963,0.15441,-3.6681e-22,-9.0412e-05,0.061416,0.0025804,0.03215,4.7739e-05,-1.6817e-05,-3.4281e-08
0,1.9969,0.12776,4.4869e-22,-7.4795e-05,0.050927,0.0018443,0.027547,2.6835e-05,-1.1518e-05,-1.9811e-08
0,1.9975,0.10357,-3.287e-22,-6.0622e-05,0.041353,0.0012615,0.023067,1.4141e-05,-7.5733e-06,-1.0725e-08
0,1.998,0.081886,-3.8234e-23,-4.7918e-05,0.032738,0.00081787,0.018784,6.8978e-06,-4.7366e-06,-5.3609e-09
0,1.9985,0.062722,5.0998e-23,-3.6697e-05,0.025106,0.00049585,0.014776,3.0569e-06,-2.7809e-06,-2.4258e-09
0,1.9989,0.046097,1.2411e-23,-2.6965e-05,0.018473,0.00027565,0.011117,1.1968e-06,-1.5032e-06,-9.6547e-10
0,1.9992,0.03202,1.3323e-23,-1.8727e-05,0.012845,0.00013631,0.0078787,3.9598e-07,-7.2587e-07,-3.2329e-10
0,1.9995,0.020497,7.1174e-24,-1.1986e-05,0.0082309,5.7e-05,0.005128,1.027e-07,-2.9765e-07,-8.4519e-11
0,1.9997,0.011531,-4.5403e-25,-6.7425e-06,0.0046346,1.8328e-05,0.0029229,1.8121e-08,-9.4265e-08,-1.4985e-11
0,1.9999,0.0051255,2.4678e-25,-2.9967e-06,0.0020614,3.6613e-06,0.0013114,1.581e-09,-1.8633e-08,-1.3115e-12
0,2,0.0012815,4.0354e-26,-7.4919e-07,0.00051557,2.3022e-07,0.00032958,2.4593e-11,-1.1651e-09,-2.0434e-14
0,2,-7.2007e-16,1.2238e-35,-1.756e-18,1.9673e-14,7.7476e-17,1.0067e-15,-1.5356e-35,-1.4241e-32,-2.0384e-35
