x,y,U,V,urms,vrms,uv
1.5,0.33087,1.4397,-0.016016,1.3673,0.8632,-0.91114
1.5,0.44081,1.5769,-0.0062088,1.2284,0.75558,-0.57419
1.5,0.56163,1.703,-0.00018241,1.1202,0.72317,-0.51988
1.5,0.69098,1.8176,-0.0048663,0.97187,0.64743,-0.37814
1.5,0.82635,1.912,-0.0028057,0.76993,0.57063,-0.25751
1.5,0.9651,1.9604,0.00085091,0.63807,0.51421,-0.028666
1.5,1.1045,1.9466,-0.0018213,0.68595,0.54179,0.1118
1.5,1.2419,1.8756,-0.0037208,0.84655,0.62472,0.30881
1.5,1.3746,1.7673,-0.0030867,1.0371,0.67726,0.43069
1.5,1.5,1.6528,-0.003364,1.157,0.73518,0.59633
1.5,1.6157,1.5226,-0.010162,1.2801,0.82071,0.72059
1.5,1.7193,1.3631,-0.021926,1.4779,0.88695,0.95773
1.5,1.809,1.1902,-0.021734,1.5003,0.85195,1.0156
1.5,1.8829,0.95647,-0.023558,1.4781,0.91904,1.0776
1.5,1.9397,0.59395,-0.031606,2.0308,0.68255,0.43718
1.5,1.9781,-3.2268e-05,0.00019671,0.086571,0.092779,-0.0024054
1.5,1.9976,-0.00011662,1.1033e-05,0.047977,0.0046882,-6.7048e-05
1.6,0,2.6352e-15,5.8598e-18,2.1345e-13,8.0547e-16,1.0774e-29
1.6,0.0097319,0.00030496,-2.3874e-05,0.051295,0.014972,-0.00016645
1.6,0.038738,0.00083485,-0.0004024,0.24134,0.098362,-0.0058884
1.6,0.086455,0.84859,-0.044025,1.5857,0.78943,-0.21811
1.6,0.15195,1.0831,-0.022998,1.4862,0.88942,-0.99971
1.6,0.23396,1.2746,-0.022393,1.5298,0.91013,-1.1925
1.6,0.33087,1.4451,-0.0080026,1.3929,0.85792,-0.88855
1.6,0.44081,1.5819,-0.0037551,1.2414,0.80389,-0.71719
1.6,0.56163,1.7085,0.0025519,1.1132,0.71354,-0.52405
1.6,0.69098,1.818,0.0031503,0.92819,0.6338,-0.31973
1.6,0.82635,1.9138,-0.0018125,0.76354,0.56545,-0.197
